elapsedTime,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
28870,1070.981,231.80922,817.5217,176.92575,0.0011591187,3.54562E-4,50,59.599205;
28888,1111.6357,231.80956,818.3362,170.62273,0.0011189277,3.6067318E-4,50,60.316128;
28904,1149.9833,231.80983,819.2432,165.11397,0.0011264636,3.6671583E-4,50,60.16053;
28923,1184.1333,231.81009,820.2395,160.5456,0.0010453108,3.7251125E-4,50,60.32375;
28938,1208.6405,231.81024,821.30493,157.49356,0.0010439747,3.7810532E-4,50,60.063778;
28953,1232.3286,231.8104,822.4248,154.6759,0.0010442252,3.8369896E-4,50,60.155434;
28972,1280.6262,231.8107,823.63055,149.0589,9.16157E-4,3.8888195E-4,50,60.296467;
28989,1302.2667,231.81082,824.91986,146.8107,5.229539E-4,3.9252796E-4,50,58.521404;
29006,1323.1904,231.81093,826.26013,144.72334,5.966795E-4,3.954566E-4,50,62.24458;
29019,1347.1619,231.81107,827.6568,142.38776,6.579129E-4,3.987372E-4,50,61.983456;
29038,1370.8262,231.81119,829.1076,140.17441,6.4643164E-4,4.0213013E-4,50,61.79609;
29054,1394.3096,231.81131,830.61115,138.0629,6.485844E-4,4.0551077E-4,50,61.682667;
29073,1409.6952,231.81137,832.1637,136.811,5.7549763E-4,4.0868367E-4,50,61.561752;
29087,1426.5143,231.81146,833.7561,135.45633,5.8920134E-4,4.1173305E-4,50,61.453064;
29103,1471.2285,231.81165,835.4203,131.60062,6.574305E-4,4.1502388E-4,50,61.148006;
29123,1515.738,231.81184,837.1904,128.00594,6.4463756E-4,4.1843654E-4,50,61.333004;
29138,1535.219,231.81192,839.0346,126.65973,4.6203236E-4,4.2122323E-4,50,60.980675;
29155,1549.981,231.81198,840.92175,125.73542,4.336071E-4,4.234821E-4,50,61.09318;
29169,1550.3905,231.812,842.82684,125.98714,4.3893684E-4,4.2550368E-4,50,61.033978;
29187,1550.4928,231.81198,844.72595,126.26283,4.3793753E-4,4.2423504E-4,50,60.728764;
29204,1549.7762,231.70483,846.60803,126.544304,3.8697774E-4,4.2188997E-4,50,60.850773;
29220,1547.5238,231.36798,848.46063,126.821365,3.6216632E-4,4.198366E-4,50,60.461502;
29237,1545.0667,231.0005,850.2755,127.09278,3.6681848E-4,4.1709514E-4,50,60.747234;
29255,1543.4286,230.75552,852.0714,127.36137,3.1439745E-4,4.1642864E-4,50,60.61564;
29270,1542.4048,230.6024,853.8637,127.6294,3.242264E-4,4.177703E-4,50,60.303795;
29287,1540.7667,230.35744,855.65283,127.89697,3.7908932E-4,4.1934004E-4,50,60.384815;
29306,1540.7667,230.35744,857.43976,128.16422,2.1274976E-4,4.2041604E-4,50,60.327446;
29322,1540.7667,230.35744,859.2267,128.43146,2.4393843E-4,4.2056578E-4,50,60.43572;
29337,1540.3572,230.29619,861.0133,128.69865,4.4481576E-4,4.2149366E-4,50,60.279;
29353,1539.3334,230.14307,862.7982,128.96558,4.0715124E-4,4.232696E-4,50,60.489174;
29370,1539.0215,230.09642,864.57904,129.23192,0.0019323654,4.296541E-4,50,60.17094;
29391,1541.8833,230.52441,866.3635,129.49878,0.0016463876,4.386559E-4,50,60.260315;
29405,1547.4071,231.35052,868.1582,129.76718,0.0017000085,4.474631E-4,50,60.1649;
29420,1553.8429,231.81201,869.9609,129.75635,0.001377186,4.536502E-4,50,60.358112;
29438,1548.8048,231.06018,871.74426,130.02249,0.0025225575,4.6161364E-4,50,60.122772;
29454,1550.8405,231.36397,873.5069,130.28552,0.0023078003,4.7008594E-4,50,60.22641;
29471,1541.3,229.94025,875.26416,130.54776,0.002077806,4.7846755E-4,50,59.93805;
29487,1532.0619,228.56165,877.00104,130.80695,0.0021737234,4.8801675E-4,50,60.33742;
29505,1527.1238,227.82472,878.7228,131.06389,0.0021557389,4.978617E-4,50,60.153214;
29521,1526.0762,227.66838,880.43445,131.3193,0.002159111,5.090955E-4,50,60.338287;
29539,1525.7595,227.62112,882.1495,131.57526,0.001925946,5.200067E-4,50,60.12277;
29554,1520.0167,226.76414,883.85815,131.83023,0.0019696644,5.305013E-4,50,60.25222;
29574,1517.7643,226.42801,885.55615,132.08363,0.0014172909,5.395059E-4,50,60.290825;
29588,1514.9905,226.01407,887.24445,132.33557,0.0015392954,5.475578E-4,50,60.081844;
29605,1515.1904,226.04391,888.93304,132.58755,0.0015164196,5.558244E-4,50,60.009995;
29619,1507.5024,224.89664,890.6134,132.83832,0.0013229969,5.634301E-4,50,59.846542;
29637,1500.4309,223.84135,892.2708,133.08565,0.0013592637,5.7067745E-4,50,60.031513;
29655,1496.3357,223.23022,893.9205,133.33183,0.0013524636,5.7797367E-4,50,60.06166;
29670,1488.7548,222.09892,895.55817,133.57622,8.9052017E-4,5.8379787E-4,50,60.31258;
29687,1491.3214,222.48193,897.1956,133.82059,9.393467E-4,5.8868754E-4,50,60.27964;
29704,1493.4785,222.80385,898.8338,134.06505,9.301917E-4,5.936735E-4,50,60.241714;
29721,1492.3547,222.63614,900.4744,134.30989,8.057138E-4,5.9823424E-4,50,60.24192;
29739,1495.2285,223.06499,902.11115,134.55412,7.492966E-4,6.023112E-4,50,59.861107;
29754,1494.2047,222.91222,903.7499,134.79868,7.598748E-4,6.063008E-4,50,60.1793;
29774,1496.1523,223.20285,905.3946,135.04411,7.5789145E-4,6.1031536E-4,50,60.014782;
29790,1498.3119,223.52513,907.03503,135.28891,7.5826334E-4,6.143155E-4,50,60.16845;
29807,1494.2167,222.914,908.6837,135.53496,7.707518E-4,6.183419E-4,50,58.44683;
29822,1498.5238,223.55675,910.3322,135.78096,6.257597E-4,6.2195695E-4,50,62.59361;
