elapsedTime,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
13945,320.0,229.65776,48.986248,34.877552,0.0015548456,0.3160079,50,15.540847;
14003,332.60715,231.78911,49.764824,34.408455,0.0018008476,0.31525874,50,15.7824955;
14065,353.37143,231.79082,50.579437,32.919243,0.0022025956,0.31409907,50,15.914018;
14121,354.91428,231.79094,51.429237,33.331684,0.0019651542,0.31223577,50,15.936336;
14181,348.35477,227.50145,52.267612,33.879925,0.0013499004,0.3107516,50,16.117971;
14240,348.35477,227.50145,53.096462,34.42194,-7.9200865E-5,0.3096597,50,16.114748;
14298,348.35477,227.50145,53.925858,34.96431,1.2549927E-4,0.3095279,50,16.235693;
14354,348.35477,227.50145,54.75344,35.505497,9.630303E-5,0.30939487,50,16.376925;
14411,348.35477,227.50145,55.582146,36.047413,9.8349876E-5,0.30925897,50,16.526325;
14467,342.6119,223.746,56.403137,36.58429,6.9755886E-4,0.3083484,50,16.626474;
14527,355.01428,231.79095,57.23406,37.117184,0.005805646,0.30626032,50,16.726595;
14582,382.1738,231.79288,58.112408,35.009907,0.005408204,0.30595917,50,16.731138;
14635,377.5643,228.99382,59.020336,35.561237,6.464161E-4,0.30489597,50,16.902212;
14690,366.85477,222.49055,59.907402,36.099903,0.0014270036,0.30392465,50,17.076181;
14751,361.4238,219.19267,60.77849,36.62886,0.0013438956,0.30386677,50,17.188156;
14806,361.4238,219.19267,61.63674,37.150024,-3.735785E-5,0.30354583,50,17.078707;
14863,361.4238,219.19267,62.496685,37.672215,1.5970148E-4,0.3027458,50,17.20879;
14916,361.4238,219.19267,63.35593,38.193985,0.0012382953,0.30197653,50,17.261326;
14970,361.21906,219.06834,64.212524,38.71414,0.0011681207,0.2998062,50,17.431416;
15040,357.1238,216.58154,65.06475,39.23165,0.0010962416,0.29964468,50,17.536476;
15096,357.1238,216.58154,65.91286,39.746655,-9.042621E-5,0.29953885,50,17.195246;
15148,357.1238,216.58154,66.76152,40.261997,1.2562849E-4,0.29744107,50,17.288513;
15217,355.38333,215.52464,67.60924,40.776764,5.4423255E-4,0.29554352,50,17.455574;
15275,354.84763,215.19936,68.454575,41.290085,7.0559024E-4,0.29511797,50,17.17384;
15329,350.3143,212.44653,69.285805,41.79484,5.6912925E-4,0.29337713,50,17.19447;
15380,350.3143,212.44653,70.11782,42.300076,1.2227621E-4,0.29195854,50,17.313385;
15434,348.67618,211.4518,70.949936,42.805367,4.6865566E-4,0.291271,50,17.472721;
15484,346.1905,209.9424,71.76863,43.302513,5.695312E-4,0.28895807,50,17.639267;
15542,346.1905,209.9424,72.59234,43.8027,1.33786525E-5,0.28723365,50,17.890478;
