elapsedTime,eventRecognized,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
31449,0,26.538095,231.46089,20.423574,177.22551,3.1572595E-4,4.7305253E-4,0,58.29574
31463,0,26.695238,231.46301,20.434702,176.26439,3.1538034E-4,4.7348582E-4,0,58.862736
31479,0,26.695238,231.46301,20.445642,176.36087,2.432404E-4,4.7369627E-4,0,59.21586
31495,0,27.057142,231.46785,20.457012,174.06519,3.17124E-4,4.741218E-4,0,59.727512
31513,0,27.419048,231.47255,20.469622,171.84161,3.0327085E-4,4.7464317E-4,0,59.42836
31528,0,27.57619,231.47453,20.483034,170.9623,5.3971214E-4,4.7650273E-4,0,59.69595
31545,0,27.57619,231.47453,20.496635,171.07832,8.827992E-5,4.77837E-4,0,59.742657
31562,0,27.57619,231.47453,20.510233,171.19432,1.7292346E-4,4.7791618E-4,0,59.754642
31579,0,27.57619,231.47453,20.523832,171.31035,1.570528E-4,4.7794255E-4,0,59.609917
31596,0,27.57619,231.47453,20.537432,171.42636,1.70805E-4,4.7801295E-4,0,59.463783
31612,0,27.57619,231.47453,20.551033,171.54239,1.6822646E-4,4.7837096E-4,0,59.674553
31629,0,27.57619,231.47453,20.564634,171.65842,1.5714951E-4,4.78841E-4,0,59.718895
31645,0,27.57619,231.47453,20.578232,171.77443,1.1212773E-4,4.7878802E-4,0,59.86985
31661,0,27.57619,231.47453,20.591835,171.89047,1.2056931E-4,4.784548E-4,0,60.177124
31678,0,27.57619,231.47453,20.605434,172.0065,1.2152255E-4,4.7816543E-4,0,60.255478
31695,0,27.57619,231.47453,20.619034,172.12251,1.21343815E-4,4.7787387E-4,0,60.09657
31712,0,27.57619,231.47453,20.632631,172.23851,1.2137733E-4,4.7701728E-4,0,59.947582
31728,0,27.57619,231.47453,20.646042,172.35292,1.2918704E-4,4.7531546E-4,0,60.097546
31745,0,27.57619,231.47453,20.659456,172.46736,1.8560843E-4,4.7356042E-4,0,59.963936
31761,0,27.49762,230.80423,20.672682,172.58018,1.7502942E-4,4.7280223E-4,0,60.196518
31777,0,27.340477,229.46365,20.68553,172.68979,1.7695117E-4,4.7249382E-4,0,60.514355
31793,0,27.261906,228.79335,20.69801,172.79626,2.1153167E-4,4.7240264E-4,0,60.550438
31809,0,27.261906,228.79335,20.710484,172.90266,2.0504782E-4,4.7235822E-4,0,60.780693
31826,0,27.183332,228.12303,20.722958,173.0091,2.0626355E-4,4.7220092E-4,0,60.817974
31842,0,27.261906,228.79335,20.735249,173.11395,1.9581731E-4,4.7203232E-4,0,60.874775
31859,0,27.419048,230.13394,20.747915,173.222,1.9777598E-4,4.7163086E-4,0,60.912407
31874,0,27.419048,230.13394,20.760765,173.33163,1.3951014E-4,4.709313E-4,0,60.914146
31891,0,27.419048,230.13394,20.773617,173.44127,8.942738E-5,4.7057477E-4,0,61.05215
31909,0,27.419048,230.13394,20.786465,173.55089,9.881791E-5,4.7067812E-4,0,60.902893
31924,0,27.419048,230.13394,20.799316,173.66052,9.7057185E-5,4.7084928E-4,0,61.00271
31941,0,27.419048,230.13394,20.812168,173.77016,1.432255E-4,4.7035373E-4,0,60.739727
31959,0,27.419048,230.13394,20.825016,173.87976,1.3456892E-4,4.6949272E-4,0,60.664207
31976,0,27.419048,230.13394,20.837868,173.9894,1.419815E-4,4.687186E-4,0,60.62669
31992,0,27.419048,230.13394,20.850718,174.09903,1.4314326E-4,4.682081E-4,0,60.48668
32009,0,27.419048,230.13394,20.86357,174.20866,1.4292543E-4,4.6808607E-4,0,60.424805
32025,0,27.419048,230.13394,20.876421,174.31831,2.789767E-4,4.6850162E-4,0,60.482044
32042,0,27.419048,230.13394,20.889084,174.42633,6.990103E-5,4.6825E-4,0,60.42212
32058,0,27.419048,230.13394,20.901371,174.53116,1.0910271E-4,4.6755208E-4,0,60.385296
32074,0,27.419048,230.13394,20.913288,174.63283,1.0175239E-4,4.6701E-4,0,60.390938
32092,0,27.419048,230.13394,20.925016,174.73288,1.0478444E-4,4.664439E-4,0,60.27477
32109,0,27.419048,230.13394,20.936745,174.83292,2.7214707E-4,4.6651807E-4,0,60.278255
32124,0,27.419048,230.13394,20.948658,174.93456,2.4076657E-4,4.6694608E-4,0,60.26318
32141,0,27.419048,230.13394,20.96076,175.03781,2.4665042E-4,4.6760426E-4,0,60.267002
32158,0,27.419048,230.13394,20.972862,175.14105,1.7630606E-4,4.6820295E-4,0,60.202026
32176,0,27.419048,230.13394,20.984966,175.24432,1.8949564E-4,4.6863375E-4,0,60.186806
32192,0,27.419048,230.13394,20.99707,175.34756,2.3939252E-4,4.6926225E-4,0,60.103664
32208,0,27.419048,230.13394,21.009172,175.4508,8.702703E-5,4.6971795E-4,0,60.183758
32224,0,27.419048,230.13394,21.021273,175.55405,1.15595554E-4,4.700107E-4,0,60.126705
32240,0,27.419048,230.13394,21.03319,175.65572,9.178476E-5,4.6973783E-4,0,60.30631
32257,0,27.419048,230.13394,21.044918,175.75577,9.6249285E-5,4.6895325E-4,0,60.251663
32274,0,27.419048,230.13394,21.056644,175.85579,6.110342E-5,4.6829786E-4,0,60.20437
32290,0,27.419048,230.13394,21.068373,175.95586,6.0784572E-5,4.68046E-4,0,60.181023
32307,0,27.419048,230.13394,21.080101,176.05591,6.0844355E-5,4.6789166E-4,0,60.129074
32324,0,27.419048,230.13394,21.09183,176.15596,6.0833147E-5,4.6767632E-4,0,60.136982
32340,0,27.419048,230.13394,21.10356,176.25604,2.2195444E-4,4.6798392E-4,0,60.115494
32357,0,27.419048,230.13394,21.115477,176.3577,1.917442E-4,4.682592E-4,0,60.146877
32374,0,27.419048,230.13394,21.127579,176.46095,6.576005E-5,4.679094E-4,0,60.121956
32390,0,27.419048,230.13394,21.13968,176.5642,8.938207E-5,4.6744815E-4,0,60.038788
32407,0,27.419048,230.13394,21.151785,176.66745,1.6194371E-4,4.6716E-4,0,60.03078
32424,0,27.419048,230.13394,21.163889,176.7707,1.4833841E-4,4.6691645E-4,0,60.070084
32440,0,27.419048,230.13394,21.175991,176.87396,2.0084594E-4,4.668232E-4,0,60.00927
32457,0,27.419048,230.13394,21.188093,176.9772,4.790259E-5,4.6627692E-4,0,60.019047
32474,0,27.419048,230.13394,21.200384,177.08205,7.657947E-5,4.6587756E-4,0,60.08694
32490,0,27.419048,230.13394,21.212675,177.1869,1.2033456E-4,4.6581108E-4,0,60.22112
32507,0,27.49762,230.80423,21.225153,177.29337,4.1000912E-4,4.6653944E-4,0,59.972164
32524,0,27.57619,231.47453,21.237633,177.39983,3.5569514E-4,4.677571E-4,0,60.081272
32540,0,27.57619,231.47453,21.250298,177.50787,6.0853337E-5,4.6774163E-4,0,60.146564
32557,0,27.57619,231.47453,21.26315,177.61751,1.1613617E-4,4.6761267E-4,0,60.09484
32575,0,27.57619,231.47453,21.276003,177.72716,1.0577064E-4,4.6788852E-4,0,60.003517
