elapsedTime,eventRecognized,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
39529,0,847.2024,22.763195,1296.7808,42.694042,0.0012665094,0.007414157,0,57.448727
39550,0,811.8381,21.195414,1297.5945,42.730118,7.515935E-4,0.007413273,0,56.315605
39567,0,788.7714,20.172813,1298.3759,42.764755,0.0011669339,0.007412253,0,56.629974
39584,0,784.56903,19.986513,1299.1841,42.800587,7.692463E-4,0.00741057,0,57.0608
39600,0,766.31903,19.177448,1300.0237,42.837807,8.4381277E-4,0.0074093444,0,57.325985
39617,0,751.9643,18.541069,1300.8049,42.87244,8.298315E-4,0.0074090967,0,57.43544
39634,0,713.1548,16.820553,1301.5254,42.904385,0.0037334757,0.007420209,0,57.855637
39650,0,673.4238,15.05919,1302.1384,42.93156,0.0031890427,0.0074361046,0,58.035156
39667,0,631.85,13.216124,1302.6512,42.954292,0.0034454875,0.0074502854,0,58.19404
39684,0,590.1667,11.368208,1303.0474,42.971855,0.003033005,0.0074613434,0,58.431805
39701,0,550.5357,9.611275,1303.3097,42.983482,0.0031103455,0.0074691484,0,58.339096
39721,0,517.93097,8.1658325,1303.4083,42.987858,0.0029663118,0.0074764155,0,58.20995
39734,0,493.73096,7.0929894,1303.3678,42.98606,0.0022207089,0.007482825,0,58.7863
39751,0,475.16666,6.2699914,1303.2172,42.979385,0.0023605095,0.00749074,0,58.84108
39770,0,464.29285,5.78793,1303.0243,42.970833,0.002334297,0.0074997465,0,58.885334
39787,0,435.1119,4.4942718,1302.7654,42.959354,0.0020612804,0.0075084884,0,59.286728
39800,0,408.19525,3.300994,1302.4171,42.943916,0.002112471,0.0075172726,0,59.38847
39818,0,408.09286,3.2964551,1302.0352,42.92698,-1.5189755E-5,0.0075193522,0,59.202717
39834,0,408.09286,3.2964551,1301.6453,42.909695,2.3577696E-4,0.007515028,0,59.520664
39853,0,408.09286,3.2964551,1301.2302,42.891296,1.887207E-4,0.0075071305,0,59.623688
39868,0,408.09286,3.2964551,1300.7783,42.871265,2.3758957E-4,0.007497923,0,59.47554
39883,0,406.7619,3.2374506,1300.295,42.84984,2.9416807E-4,0.0074919853,0,59.941906
39900,0,404.81668,3.1512144,1299.7996,42.827873,2.835596E-4,0.007487197,0,59.687965
39917,0,404.81668,3.1512144,1299.28,42.80484,2.3381575E-4,0.0074817026,0,59.672047
39934,0,404.81668,3.1512144,1298.7573,42.78167,2.0361804E-4,0.007478864,0,59.7791
39953,0,404.81668,3.1512144,1298.2246,42.758053,2.0928012E-4,0.00747748,0,59.9884
39967,0,404.81668,3.1512144,1297.6826,42.734024,2.029215E-4,0.0074757836,0,59.64825
39987,0,404.81668,3.1512144,1297.1378,42.709873,2.0552124E-4,0.007475229,0,59.695904
40000,0,404.81668,3.1512144,1296.593,42.68572,2.050338E-4,0.0074752825,0,59.87246
40017,0,404.81668,3.1512144,1296.0481,42.66156,2.2436747E-4,0.007475283,0,59.74083
40034,0,404.81668,3.1512144,1295.5032,42.637405,2.281847E-4,0.0074750558,0,59.946598
40051,0,404.81668,3.1512144,1294.8789,42.60973,2.2746898E-4,0.00746919,0,59.88668
40070,0,404.81668,3.1512144,1294.0997,42.575188,2.015396E-4,0.007460197,0,59.82173
40084,0,404.81668,3.1512144,1293.1842,42.5346,2.0640135E-4,0.00745338,0,59.865856
40101,0,404.81668,3.1512144,1292.1517,42.488827,2.7841568E-4,0.007447626,0,59.895435
40121,0,400.6143,2.9649124,1291.0305,42.43912,7.0393493E-4,0.0074454686,0,59.660988
40135,0,397.84525,2.8421545,1289.8477,42.38668,6.2415004E-4,0.007445354,0,59.515373
40152,0,396.00238,2.7604558,1288.6412,42.3332,6.3910976E-4,0.007446595,0,59.60939
40171,0,389.54285,2.47409,1287.4266,42.27935,0.0015188521,0.0074516875,0,59.777245
40184,0,388.2119,2.4150867,1286.204,42.22515,7.3139824E-4,0.007456166,0,60.021034
40201,0,384.00476,2.2285738,1284.9642,42.170185,8.790458E-4,0.007459189,0,60.031544
40217,0,379.49524,2.0286562,1283.7228,42.11515,6.953621E-4,0.0074619316,0,60.018974
40234,0,379.49524,2.0286562,1282.4741,42.059795,1.8425123E-4,0.007462454,0,60.12622
40251,0,379.49524,2.0286562,1281.2118,42.003834,2.8008453E-4,0.0074608843,0,60.001892
40267,0,379.49524,2.0286562,1279.92,41.946568,2.0218984E-4,0.007458704,0,60.01855
40285,0,375.1905,1.8378168,1278.6069,41.888355,2.2977924E-4,0.007457298,0,60.02249
40301,0,374.88333,1.8241998,1277.2867,41.829826,2.2460622E-4,0.0074566137,0,60.035316
40321,0,374.88333,1.8241998,1275.9662,41.771282,1.6938633E-4,0.0074558137,0,59.652645
40334,0,374.88333,1.8241998,1274.6465,41.71278,1.872695E-4,0.007454747,0,60.173397
40351,0,374.88333,1.8241998,1273.3289,41.654366,1.839164E-4,0.0074536144,0,60.10867
40367,0,374.88333,1.8241998,1272.015,41.596123,1.1187211E-4,0.0074522626,0,60.184204
40384,0,374.88333,1.8241998,1270.7114,41.53833,1.2538041E-4,0.007450016,0,59.969433
40400,0,374.88333,1.8241998,1269.4585,41.482784,1.228476E-4,0.0074388254,0,60.340607
40421,0,374.88333,1.8241998,1268.2476,41.4291,1.37799E-4,0.007422953,0,59.920734
40435,0,374.88333,1.8241998,1267.0762,41.37717,1.2698882E-4,0.00741352,0,59.890923
40450,0,374.88333,1.8241998,1265.9288,41.326305,1.2901572E-4,0.0074073086,0,60.10455
40468,0,374.88333,1.8241998,1264.8009,41.2763,1.2379495E-4,0.0074006915,0,59.93486
40484,0,374.88333,1.8241998,1263.6981,41.227413,1.7361544E-4,0.007394294,0,60.050518
40500,0,374.88333,1.8241998,1262.604,41.178905,1.642741E-4,0.007389343,0,60.250942
40518,0,374.88333,1.8241998,1261.5012,41.13002,1.660256E-4,0.0073851496,0,59.989708
40534,0,374.88333,1.8241998,1260.3755,41.080112,1.8211303E-4,0.0073815323,0,60.131897
40551,0,374.88333,1.8241998,1259.2373,41.029655,1.7909662E-4,0.0073784012,0,60.043488
40571,0,374.88333,1.8241998,1258.1049,40.97945,1.8584653E-4,0.0073752413,0,59.73654
40585,0,374.88333,1.8241998,1256.973,40.92927,1.6920501E-4,0.0073720524,0,60.03583
40601,0,374.88333,1.8241998,1255.8589,40.879883,1.723253E-4,0.0073683965,0,60.057995
40618,0,374.88333,1.8241998,1254.7778,40.831955,1.7174025E-4,0.007363328,0,59.865906
40635,0,374.88333,1.8241998,1253.7219,40.785145,1.9847335E-4,0.007357729,0,59.999756
40654,0,374.88333,1.8241998,1252.6836,40.739113,1.9346089E-4,0.0073524825,0,60.062218
40668,0,374.88333,1.8241998,1251.6726,40.694294,1.570947E-4,0.007348674,0,59.947433
40684,0,374.88333,1.8241998,1250.6836,40.650448,1.6619831E-4,0.007345623,0,60.08319
40701,0,374.88333,1.8241998,1249.719,40.607685,1.6449139E-4,0.007341614,0,60.058956
40718,0,374.88333,1.8241998,1248.7764,40.5659,1.6395235E-4,0.0073371665,0,60.028236
40734,0,374.88333,1.8241998,1247.8594,40.52524,1.4140108E-4,0.0073327273,0,60.059258
40751,0,374.88333,1.8241998,1247.0536,40.48952,1.4562943E-4,0.0073249247,0,59.99113
40768,0,374.88333,1.8241998,1246.3842,40.459846,1.4483661E-4,0.0073146843,0,59.87181
40787,0,374.88333,1.8241998,1245.898,40.43829,1.6620153E-4,0.007304526,0,60.056847
40802,0,374.88333,1.8241998,1245.5875,40.424526,1.621956E-4,0.007294403,0,60.0192
40821,0,374.88333,1.8241998,1245.3207,40.412697,1.6372945E-4,0.0072862203,0,59.746475
40834,0,374.88333,1.8241998,1245.014,40.399105,1.913434E-4,0.007279223,0,60.087856
40851,0,374.88333,1.8241998,1244.6917,40.38481,1.8616577E-4,0.0072737834,0,60.043884
40868,0,374.88333,1.8241998,1244.374,40.37073,1.8713658E-4,0.007272261,0,59.98356
40885,0,374.88333,1.8241998,1244.0565,40.356655,2.2162621E-4,0.0072723087,0,60.04348
40901,0,374.88333,1.8241998,1243.739,40.34258,2.1515941E-4,0.0072720693,0,60.016464
40918,0,374.88333,1.8241998,1243.4214,40.3285,2.0196913E-4,0.007271772,0,59.944374
40934,0,374.88333,1.8241998,1243.1039,40.314423,1.5889326E-4,0.0072713005,0,60.026424
40952,0,374.88333,1.8241998,1242.7864,40.300346,1.6266148E-4,0.0072707394,0,59.892113
40968,0,374.88333,1.8241998,1242.471,40.28636,1.6195494E-4,0.0072700647,0,59.968395
40984,0,374.88333,1.8241998,1242.1575,40.272465,1.8750342E-4,0.007269403,0,60.067482
41002,0,374.88333,1.8241998,1241.8431,40.258533,1.8271309E-4,0.007268981,0,60.02837
