elapsedTime,eventRecognized,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
53551,0,299.1857,146.04623,146.99232,71.696915,4.886737E-5,5.937425E-4,0,60.146908
53567,0,299.1857,146.04623,146.88806,71.64597,1.4573267E-4,5.9297984E-4,0,60.17929
53584,0,299.1857,146.04623,146.79393,71.59999,3.7529197E-4,5.9296883E-4,0,60.04168
53601,0,299.1857,146.04623,146.70993,71.55896,1.6528828E-4,5.9269526E-4,0,60.07755
53617,0,299.1857,146.04623,146.63924,71.52442,2.0466397E-4,5.920734E-4,0,60.1389
53634,0,299.1857,146.04623,146.57286,71.492,3.572937E-4,5.925676E-4,0,60.084183
53651,0,299.34286,146.123,146.50668,71.45966,3.286756E-4,5.936405E-4,0,60.02851
53668,0,299.5,146.19977,146.44376,71.428925,3.3404148E-4,5.9450074E-4,0,60.057583
53686,0,299.5,146.19977,146.38412,71.399796,1.623413E-4,5.9485756E-4,0,59.87602
53703,0,307.09048,149.90787,146.33371,71.37517,0.0015774992,5.9935026E-4,0,59.777103
53718,0,313.31906,152.95064,146.30437,71.36083,0.0013121571,6.06287E-4,0,59.995148
53734,0,321.75238,157.07047,146.29828,71.357864,0.0010680901,6.1177765E-4,0,60.190517
53751,0,325.68094,158.98964,146.31757,71.36729,0.0011138526,6.1684E-4,0,60.104874
53768,0,328.7119,160.47032,146.34505,71.38071,0.0011052721,6.2195107E-4,0,60.0701
53784,0,328.6881,160.4587,146.3834,71.399445,3.688228E-4,6.2437233E-4,0,60.08623
53801,0,323.82144,158.08124,146.42441,71.41948,7.321093E-4,6.2602013E-4,0,60.078915
53818,0,318.34048,155.4037,146.45615,71.43498,6.6399307E-4,6.276237E-4,0,60.023636
53834,0,314.0881,153.32634,146.47746,71.4454,6.243335E-4,6.2987005E-4,0,60.01864
53851,0,313.16666,152.87617,146.49301,71.452995,4.3268266E-4,6.322478E-4,0,60.052135
53867,0,316.39523,154.45341,146.50998,71.46127,4.686172E-4,6.341269E-4,0,60.132343
53884,0,318.39523,155.43045,146.53531,71.473656,5.362368E-4,6.3632085E-4,0,60.073727
53901,0,320.39523,156.40749,146.56544,71.48837,5.235581E-4,6.38622E-4,0,59.968952
53917,0,319.39523,155.91896,146.60104,71.50576,5.259353E-4,6.398834E-4,0,60.15696
53934,0,317.45,154.96867,146.63496,71.52234,8.039537E-4,6.4230966E-4,0,60.025894
53951,0,316.63095,154.56856,146.66423,71.53664,6.52885E-4,6.4550433E-4,0,60.09227
53968,0,313.07144,152.82967,146.69417,71.551254,6.8121037E-4,6.4813806E-4,0,60.125565
53984,0,311.48096,152.05269,146.72534,71.56648,6.0691335E-4,6.505221E-4,0,59.886166
54001,0,309.89047,151.27571,146.75652,71.58171,6.20844E-4,6.5278873E-4,0,60.032875
54018,0,308.3,150.49872,146.78896,71.597565,6.1823206E-4,6.550692E-4,0,60.111935
54034,0,308.1738,150.43707,146.82817,71.616714,5.848317E-4,6.572255E-4,0,60.082394
54051,0,306.81906,149.77527,146.87312,71.63868,4.49043E-4,6.5886776E-4,0,60.006634
54067,0,305.4643,149.11343,146.91603,71.65964,4.7450338E-4,6.604591E-4,0,60.05332
