elapsedTime,eventRecognized_tap,eventRecognized_hold,frq_rt, col_rt, frq_m, col_m, amp_rt,orbitSpeed,amp_m,shape_m_value, framerate
10472,0,0,4227.55,185.49483,4233.2456,159.41463,8.773749E-4,0.023882875,0.0023416788,6.169039,57.261055
10493,0,0,4181.076,184.19823,4231.9185,159.36359,8.5742446E-4,0.023362547,0.002340481,6.1658835,55.768112
10509,0,0,4135.4214,182.92447,4230.8022,159.32066,8.6116523E-4,0.02346011,0.0023374995,6.1580286,56.38546
10527,0,0,4042.6238,180.33543,4229.997,159.28969,8.604638E-4,0.023441818,0.0023338525,6.1484213,56.670372
10547,0,0,4090.5857,181.67355,4229.6123,159.2749,6.83491E-4,0.018826175,0.002330508,6.1396103,56.212692
10563,0,0,4138.24,183.00311,4229.6445,159.27612,7.1667344E-4,0.019691609,0.00232724,6.131001,56.726044
10581,0,0,4138.24,183.00311,4230.2075,159.29779,7.1045174E-4,0.01952934,0.0023239579,6.1223545,57.069332
10596,0,0,4138.4453,183.00883,4230.973,159.32722,5.0597277E-4,0.014196311,0.0023208433,6.114149,57.51083
10612,0,0,4090.9167,181.6828,4232.1763,159.37349,7.528571E-4,0.020635318,0.002318483,6.107931,58.057007
10628,0,0,4090.1453,181.66129,4233.4727,159.42336,7.0656626E-4,0.019428004,0.0023160265,6.1014595,58.028496
10644,0,0,4091.476,181.6984,4234.868,159.47702,8.6868793E-4,0.02365631,0.0023143236,6.096973,58.700882
10664,0,0,4135.7764,182.93437,4236.357,159.53427,9.5306E-4,0.025856823,0.002313649,6.095196,58.133392
10683,0,0,4134.7524,182.9058,4238.0596,159.59975,9.3724026E-4,0.025444228,0.0023129238,6.0932856,58.037136
10708,0,0,4087.7905,181.59558,4239.7617,159.6652,8.636619E-4,0.023525225,0.0023126306,6.092513,55.804142
10727,0,0,4088.3025,181.60986,4241.3555,159.7265,7.2269514E-4,0.019848661,0.0023121557,6.091262,55.41705
10744,0,0,4041.6477,180.3082,4243.1816,159.79674,7.136375E-4,0.019612428,0.002311271,6.088931,56.0006
10760,0,0,4042.262,180.32535,4245.0166,159.86728,7.1533583E-4,0.019656723,0.0023097976,6.0850496,56.322674
10776,0,0,4041.5928,180.30667,4246.854,159.93794,0.0012597613,0.033855923,0.0023097075,6.084812,57.153793
10793,0,0,4041.3882,180.30096,4248.8047,160.01297,0.0011576815,0.03119357,0.002310655,6.0873084,57.066082
10810,0,0,4041.1833,180.29524,4250.9775,160.09654,0.0011768215,0.031692766,0.0023114297,6.0893493,57.335865
10826,0,0,4041.4429,180.30249,4253.145,160.17989,9.588776E-4,0.026008556,0.0023115722,6.089725,58.193874
10843,0,0,4041.5452,180.30534,4255.644,160.27599,9.997421E-4,0.027074343,0.0023113778,6.0892124,58.182972
10859,0,0,3994.481,178.99225,4258.2573,160.3765,9.9208E-4,0.026874507,0.0023112881,6.0889764,58.31943
10876,0,0,4042.3643,180.32819,4261.1865,160.48914,9.0776384E-4,0.024675451,0.0023041372,6.0701375,58.406048
10892,0,0,4045.743,180.42245,4264.296,160.6087,9.295059E-4,0.025242507,0.0022922212,6.038746,58.780388
10908,0,0,4001.931,179.2001,4267.9546,160.7494,9.254293E-4,0.025136186,0.002280593,6.008111,59.20275
10924,0,0,4004.3643,179.268,4272.02,160.90576,0.0010279297,0.027809506,0.002270208,5.980753,59.661793
10941,0,0,4006.207,179.31941,4276.995,161.09706,8.186763E-4,0.022351954,0.0022634647,5.962988,59.472805
10959,0,0,3961.293,178.06631,4282.473,161.30774,8.5791136E-4,0.023375247,0.0022582156,5.949159,59.126892
10976,0,0,3960.2144,178.03622,4287.84,161.51411,7.9266983E-4,0.021673677,0.0022540395,5.9381576,59.52211
10991,0,0,3912.4333,176.70316,4292.69,161.70064,8.022392E-4,0.021923257,0.0022506684,5.9292765,59.697563
11008,0,0,3910.5906,176.65173,4297.147,161.87204,8.533936E-4,0.023257418,0.0022477682,5.921636,60.146706
11025,0,0,3958.5286,177.9892,4301.3047,162.03194,8.438021E-4,0.02300726,0.002238553,5.8973594,59.535244
11041,0,0,3958.993,178.00214,4304.682,162.16182,8.456005E-4,0.023054166,0.0022254977,5.8629656,60.027958
11057,0,0,3958.3237,177.98347,4307.5996,162.27402,8.943792E-4,0.024326365,0.002211103,5.825043,59.93857
11074,0,0,4005.3643,179.2959,4310.7905,162.39671,6.9556944E-4,0.019141195,0.0021990465,5.793281,59.948334
11092,0,0,4052.712,180.61688,4314.8027,162.55103,7.328463E-4,0.020113416,0.002189275,5.767539,59.410934
11110,0,0,4052.7905,180.61908,4319.248,162.72197,8.9443644E-4,0.02432786,0.0021830231,5.7510686,59.505478
11128,0,0,4055.7356,180.70126,4324.006,162.90494,9.104064E-4,0.024744373,0.0021801381,5.743468,59.444405
11144,0,0,4058.2952,180.77267,4328.695,163.08525,9.0741203E-4,0.024666276,0.0021774212,5.7363105,59.32032
11160,0,0,4058.3977,180.77551,4333.753,163.27977,6.5948704E-4,0.018200127,0.0021738687,5.7269516,59.76822
11177,0,0,4105.9736,182.10287,4339.3,163.4931,8.394803E-4,0.022894545,0.0021645904,5.702508,59.76914
11193,0,0,4152.219,183.39313,4344.93,163.70961,8.057315E-4,0.02201434,0.0021524266,5.6704636,60.11459
11209,0,0,4150.3213,183.34018,4350.3604,163.91844,9.1679185E-4,0.024910912,0.0021409143,5.640135,60.10335
11226,0,0,4196.26,184.62184,4355.46,164.11456,8.4940833E-4,0.023153476,0.0021310668,5.614192,59.6702
11242,0,0,4195.85,184.61041,4360.632,164.31345,8.620427E-4,0.023482995,0.0021247028,5.5974264,60.239788
11259,0,0,4194.157,184.5632,4365.7935,164.51195,8.781564E-4,0.023903258,0.0021200422,5.5851483,60.29928
11276,0,0,4194.157,184.5632,4370.8687,164.70712,8.554391E-4,0.023310767,0.00211535,5.572787,60.005997
11292,0,0,4146.99,183.24722,4375.824,164.8977,8.596986E-4,0.02342186,0.0021106165,5.560317,60.095577
11308,0,0,4099.005,181.90845,4380.662,165.08374,8.7271933E-4,0.023761453,0.0021082747,5.5541472,60.69126
11324,0,0,4146.8403,183.24306,4385.3804,165.26518,8.7027793E-4,0.02369778,0.002107272,5.5515056,60.241207
11342,0,0,4147.612,183.26459,4390.015,165.44342,8.882586E-4,0.024166735,0.0021060735,5.5483484,59.972183
11358,0,0,4147.407,183.25887,4394.535,165.61725,7.615612E-4,0.020862332,0.0021045937,5.54445,60.11186
11375,0,0,4146.793,183.24173,4398.9717,165.78787,7.85317E-4,0.021481907,0.0021028966,5.539979,60.15023
11391,0,0,4146.793,183.24173,4403.29,165.95393,0.0011104571,0.02996191,0.0020980062,5.5270953,60.466484
11410,0,0,4193.6523,184.5491,4407.4272,166.11304,9.6672535E-4,0.026213232,0.0020928376,5.513479,59.83575
11426,0,0,4192.8335,184.52625,4411.326,166.26297,9.936751E-4,0.02691611,0.0020888825,5.5030594,60.29089
11441,0,0,4200.419,184.73788,4415.062,166.40665,7.2090357E-4,0.019801937,0.002084687,5.4920063,60.596867
11458,0,0,4247.279,186.04526,4418.77,166.54924,8.053414E-4,0.022004165,0.002081342,5.4831944,60.533188
11475,0,0,4294.0356,187.34978,4422.665,166.69904,7.8950933E-4,0.021591248,0.0020784494,5.475574,60.24787
11491,0,0,4254.124,186.23625,4426.8022,166.85814,8.0021535E-4,0.021870472,0.0020757683,5.468511,60.27915
11507,0,0,4301.755,187.56514,4430.7983,167.0118,0.0011282439,0.030425806,0.002074596,5.465422,60.622265
11524,0,0,4349.0,188.88327,4434.688,167.16139,0.0010667385,0.02882168,0.0020741355,5.4642096,60.543854
11540,0,0,4355.664,189.0692,4439.1104,167.33145,7.727871E-4,0.021155113,0.0020734193,5.462322,60.461277
11557,0,0,4409.7,190.57678,4443.339,167.49406,7.870702E-4,0.021527633,0.0020725292,5.459977,60.383728
11573,0,0,4416.774,190.77414,4447.5347,167.65543,7.8439206E-4,0.021457784,0.0020715746,5.457463,60.517284
11589,0,0,4429.7954,191.13745,4451.755,167.81772,0.001319038,0.035401918,0.0020725462,5.460022,60.510284
11607,0,0,4335.462,188.50555,4455.666,167.96814,6.921553E-4,0.019052152,0.0020729203,5.461008,60.255413
11623,0,0,4333.312,188.44559,4459.2954,168.10771,8.096958E-4,0.022117734,0.0020721527,5.4589853,60.37531
11640,0,0,4335.7236,188.51285,4462.8213,168.2433,9.484145E-4,0.025735663,0.0020708821,5.455638,60.39564
11656,0,0,4292.3,187.30135,4466.132,168.3706,8.010233E-4,0.021891546,0.002069718,5.4525714,60.27358
11673,0,0,4296.043,187.40579,4469.26,168.49089,8.2865916E-4,0.022612317,0.0020689468,5.45054,60.38084
11690,0,0,4349.85,188.90698,4472.432,168.6129,9.889172E-4,0.026792018,0.0020691755,5.4511423,60.304615
11706,0,0,4362.8477,189.26962,4475.408,168.72734,0.0010412404,0.028156662,0.0020706705,5.455081,60.402523
11724,0,0,4328.293,188.30554,4478.0903,168.83049,0.0010314297,0.027900789,0.0020724148,5.4596763,59.791065
11742,0,0,4381.51,189.79028,4480.729,168.93196,7.8249915E-4,0.021408414,0.0020718856,5.4582825,59.25291
11759,0,0,4381.407,189.78743,4483.402,169.03474,8.8727527E-4,0.024141088,0.0020700074,5.453334,59.278362
11776,0,0,4380.895,189.77313,4485.8765,169.12991,8.676297E-4,0.02362871,0.0020683035,5.448845,59.64988
11791,0,0,4428.8335,191.11061,4488.378,169.2261,0.001036761,0.028039835,0.0020675694,5.4469113,60.106125
11808,0,0,4381.6665,189.79466,4490.5684,169.31035,0.0010050489,0.02721275,0.0020676975,5.447249,60.200718
11824,0,0,4334.6025,188.48158,4492.1157,169.36986,0.0010109949,0.027367827,0.0020678835,5.4477386,60.149494
11841,0,0,4067.6714,181.03426,4493.091,169.40736,0.0017395122,0.04636834,0.0020707292,5.4552355,60.08248
11858,0,0,3780.4429,173.02063,4493.249,169.41344,0.0019040571,0.050659847,0.0020746444,5.46555,60.086437
11874,0,0,3621.9094,168.5976,4492.886,169.39949,0.0011432599,0.030817444,0.0020757162,5.4683733,60.105877
11891,0,0,3413.6262,162.78653,4491.986,169.36487,0.001521175,0.040673867,0.0020765762,5.470639,59.864426
11907,0,0,3104.038,154.14908,4490.2627,169.2986,0.0014503159,0.03882579,0.0020782207,5.474972,60.51634
11924,0,0,2934.2239,149.41129,4487.8545,169.20598,0.0014115075,0.037813623,0.002080248,5.4803123,60.387897
11940,0,0,2566.7595,139.15912,4484.6553,169.08295,0.0020001777,0.053166773,0.0020841544,5.4906034,60.302925
11957,0,0,2257.2334,130.52339,4480.7144,168.9314,0.0018898019,0.050288055,0.0020888736,5.5030365,60.17892
11973,0,0,2148.8928,127.50071,4476.1597,168.75624,0.0014275112,0.03823102,0.0020919323,5.511094,60.40072
11990,0,0,1946.1571,121.84443,4471.0522,168.55981,0.0011886546,0.032001384,0.0020936278,5.515561,60.356655
12006,0,0,1801.4595,117.80739,4465.2734,168.3376,0.0012334401,0.033169437,0.0020951713,5.5196266,60.38787
12022,0,0,1807.3191,117.97087,4459.331,168.10907,0.0016263562,0.043417104,0.0020967007,5.523656,60.622475
12039,0,0,1904.7262,120.68851,4453.4634,167.88342,0.0014283729,0.038253494,0.0020993776,5.5307083,60.28237
12056,0,0,1896.0095,120.44531,4447.6807,167.66103,0.0014654947,0.039221667,0.0021027212,5.539517,60.39729
12072,0,0,1905.8572,120.72006,4442.1216,167.44725,0.0019902675,0.052908305,0.0021074153,5.5518837,60.51686
12089,0,0,1952.7142,122.02737,4436.627,167.23596,0.0018918726,0.050342057,0.002112905,5.566345,60.23884
12106,0,0,2024.3785,124.02679,4431.1465,167.02519,0.0019103216,0.05082323,0.0021173013,5.5779276,60.59289
12122,0,0,2107.8167,126.35469,4425.744,166.81743,0.0017763753,0.04732977,0.0021210911,5.5879116,60.293327
12140,0,0,2163.6714,127.91303,4420.3623,166.61046,0.0016913475,0.045112148,0.0021245421,5.597003,59.99977
12157,0,0,2188.281,128.59964,4415.0674,166.40685,0.0017072902,0.04552795,0.0021285703,5.607615,59.976727
12173,0,0,2249.5952,130.31029,4409.7075,166.20073,0.001704301,0.04544999,0.002132767,5.6186714,59.84921
12191,0,0,2268.6238,130.84119,4404.274,165.99176,0.0018743892,0.049886074,0.0021372421,5.6304603,59.72211
12208,0,0,2259.4524,130.5853,4398.468,165.7685,0.0018424977,0.04905431,0.0021427698,5.645023,59.87345
12224,0,0,2257.312,130.52559,4392.2285,165.52855,0.0013912094,0.03728423,0.0021465227,5.65491,59.80414
12241,0,0,2166.4143,127.98956,4385.831,165.28253,0.0028746317,0.07597347,0.0021534716,5.673217,59.816208
12258,0,0,2027.731,124.12032,4379.119,165.0244,0.00259649,0.068719245,0.0021627764,5.6977296,59.74008
12274,0,0,1847.7333,119.09842,4371.9766,164.74973,0.0023537232,0.062387615,0.0021708214,5.7189236,59.690987
12291,0,0,1751.1215,116.40297,4364.3438,164.45619,0.0019456896,0.051745664,0.0021772601,5.735886,59.896263
12309,0,0,1651.5167,113.624016,4356.4966,164.15442,0.0022977635,0.06092813,0.0021841023,5.753912,59.45589
12326,0,0,1691.8096,114.74818,4348.5283,163.84798,0.0022317497,0.059206415,0.0021919978,5.774712,59.815506
12343,0,0,1680.2524,114.425735,4340.5566,163.54143,0.0014283827,0.038253747,0.0021972875,5.7886477,59.54093
12359,0,0,1676.2285,114.31348,4332.455,163.22986,0.0015083193,0.04033858,0.0022003448,5.7967014,59.31765
12376,0,0,1671.8976,114.19264,4324.3613,162.91861,0.0014933312,0.03994767,0.0022026717,5.8028316,59.71006
