elapsedTime,eventRecognized_tap,eventRecognized_hold,frq_rt, col_rt, frq_m, col_m, amp_rt,orbitSpeed,amp_m,shape_m_value, framerate
754504,0,0,1661.6595,138.92188,174.15996,5.2478323,4.4082932E-4,0.0070081744,0.46349266,638.08673,56.90356
754524,0,0,1662.3762,138.95325,178.11618,5.486542,0.0012503044,0.018040715,0.4618691,635.85156,56.490448
754538,0,0,1664.9357,139.06529,182.18524,5.732061,0.0010985278,0.015972113,0.4598774,633.1097,56.51464
754559,0,0,1523.7428,132.88464,186.03426,5.9643025,0.0012678718,0.018280147,0.45883277,631.6715,55.44477
754577,0,0,1394.2333,127.21541,189.55206,6.1765594,0.002042294,0.028834943,0.4571985,629.42163,55.65564
754595,0,0,1273.3357,121.92317,192.66841,6.3645935,0.002554697,0.03581861,0.45565653,627.2988,55.33367
754613,0,0,1234.5977,120.22743,195.59935,6.54144,0.002784808,0.03895485,0.45531172,626.8241,55.744637
754631,0,0,1139.2357,116.05301,198.42542,6.711959,0.0029970987,0.041848216,0.4535271,624.3672,55.70597
754648,0,0,1041.8262,111.78895,201.02148,6.8686004,0.0029572942,0.04130571,0.45286947,623.46185,55.750515
754666,0,0,984.9429,109.298904,203.49254,7.017699,0.0029647576,0.041407432,0.45247802,622.923,56.043533
754683,0,0,1034.2357,111.45668,205.93102,7.164831,0.0020307314,0.028677352,0.45060351,620.34235,55.878456
754700,0,0,1091.4238,113.96007,208.41331,7.314608,0.0022058613,0.03106424,0.45049226,620.1892,56.918495
754724,0,0,1057.3572,112.46881,210.93689,7.4668746,0.0023316778,0.032779027,0.44973218,619.1428,55.61678
754744,0,0,1022.67145,110.95046,213.37918,7.614238,0.0029914188,0.041770805,0.44798142,616.73254,54.516304
754766,0,0,1004.15717,110.14001,215.7439,7.75692,0.0039846,0.055307116,0.4465503,614.7623,53.726265
754791,0,0,871.31903,104.32507,217.9188,7.888149,0.0036485735,0.05072733,0.44609043,614.1292,52.357628
754810,0,0,834.04285,102.69333,219.8928,8.0072565,0.0037115784,0.05158604,0.44572106,613.6207,52.1921
754831,0,0,944.5262,107.529686,222.0123,8.135142,0.003964045,0.05502697,0.44572803,613.6303,52.366306
754850,0,0,966.4429,108.489075,224.38445,8.278272,0.0039167074,0.054381795,0.44372532,610.8732,52.049038
754867,0,0,1075.9524,113.28281,226.82402,8.42547,0.0039255833,0.05450277,0.44207808,608.60547,53.03887
754889,0,0,1176.5667,117.68715,229.5052,8.587248,0.004125396,0.05722606,0.43991244,605.624,53.326298
754910,0,0,1225.7333,119.8394,232.42757,8.763577,0.0040654615,0.056409203,0.43866783,603.9106,52.272106
754930,0,0,1207.6357,119.04719,235.32346,8.93831,0.0022934577,0.032258116,0.43837726,603.5106,52.636208
754947,0,0,1242.7524,120.584404,238.17548,9.110394,0.0026257085,0.036786444,0.43775907,602.65955,52.476826
754967,0,0,1335.7024,124.653244,241.24747,9.295752,0.0025315539,0.035503186,0.43687078,601.43665,52.07541
754993,0,0,1380.6691,126.62164,244.53903,9.494358,0.002746698,0.03843544,0.43641546,600.8098,50.70346
755010,0,0,1435.7405,129.03238,247.82541,9.692651,0.0023363489,0.03284269,0.43589637,600.09515,50.784416
755029,0,0,1436.7643,129.07718,251.24458,9.898956,0.0027954336,0.03909967,0.43497533,598.82715,50.846077
755047,0,0,1428.6929,128.72386,254.66153,10.105128,0.001621607,0.023101293,0.43438867,598.01953,51.284798
755065,0,0,1310.7,123.55878,257.93558,10.302678,0.0018416995,0.02610099,0.43207613,594.8359,51.898434
755082,0,0,1303.9048,123.26132,261.06662,10.491598,0.0011284659,0.016380146,0.42975262,591.6371,52.797512
755103,0,0,1250.969,120.944084,264.0572,10.672043,0.001262197,0.018202804,0.42955327,591.3627,53.084747
755123,0,0,1285.1952,122.44232,267.0087,10.850131,7.9839554E-4,0.011881535,0.42765814,588.75366,52.692898
755137,0,0,1313.0643,123.66228,270.15884,11.040204,0.0010954146,0.015929682,0.42598233,586.4466,54.274906
755159,0,0,1404.1215,127.64827,273.39703,11.23559,0.0010397235,0.015170655,0.42560133,585.92206,52.9039
755176,0,0,1344.3928,125.033676,276.59195,11.428364,0.0010888409,0.015840089,0.4251341,585.2788,53.610878
755196,0,0,1292.9714,122.782715,279.663,11.613664,0.0010796314,0.015714569,0.42294493,582.265,53.59974
755215,0,0,1191.3071,118.33241,282.62454,11.792357,0.0024314867,0.034139346,0.42269698,581.92365,53.113144
755232,0,0,1144.5238,116.28449,285.45834,11.963344,0.002178014,0.030684704,0.4212307,579.905,53.99396
755250,0,0,1155.9572,116.78499,288.197,12.128587,0.0024230701,0.034024633,0.4197496,577.866,53.83163
755272,0,0,1161.5405,117.029396,290.95578,12.295047,0.0023354047,0.03282982,0.4177055,575.05194,53.713436
755288,0,0,1156.1786,116.79468,293.71524,12.461547,0.002351842,0.033053845,0.41761774,574.9311,53.764774
755310,0,0,1092.1595,113.99227,296.3914,12.62302,0.0023746334,0.03336448,0.4167842,573.78357,52.940517
755330,0,0,1110.2762,114.785324,298.9521,12.777527,0.001995489,0.028197024,0.41496062,571.2731,53.139896
755351,0,0,1166.4119,117.24263,301.608,12.937779,0.0017626091,0.025023047,0.41312695,568.74866,52.601048
755369,0,0,1267.9738,121.68846,304.50375,13.112504,0.001806274,0.025618166,0.41090712,565.6926,52.552147
755384,0,0,1368.7142,126.09833,307.64465,13.302018,0.0017980869,0.025506582,0.40880314,562.7961,53.794094
755404,0,0,1386.6929,126.88533,311.13663,13.512717,0.0031179762,0.043495685,0.4073985,560.86237,53.743103
755417,0,0,1493.7738,131.57275,314.46423,13.713497,0.002870497,0.04012273,0.40657204,559.7246,55.057777
755437,0,0,1604.7142,136.42912,318.2637,13.94275,0.0030324948,0.042330638,0.40512413,557.73126,55.452232
755455,0,0,1603.8452,136.39108,322.10596,14.1745825,0.0037214532,0.051720627,0.4041508,556.3913,54.634167
755472,0,0,1616.7095,136.95421,326.03662,14.411751,0.0035922735,0.049960002,0.4027533,554.46735,55.529392
755495,0,0,1570.6976,134.94006,329.76102,14.636474,0.0038801017,0.053882886,0.4011076,552.2017,54.478607
755513,0,0,1531.95,133.2439,333.4524,14.859203,0.0028737257,0.040166736,0.40070975,551.654,54.133022
755530,0,0,1489.5262,131.38681,337.0014,15.073342,0.0027929367,0.03906564,0.39857537,548.71564,54.61142
755546,0,0,1490.7524,131.44049,340.54315,15.287045,0.0028080847,0.039272096,0.39850968,548.6252,55.056957
755563,0,0,1490.9572,131.44946,344.09314,15.501244,0.0028052446,0.03923339,0.39617988,545.4178,56.066486
755579,0,0,1506.9572,132.14984,347.6546,15.716134,0.0033174544,0.046214424,0.3951759,544.0356,55.983627
755597,0,0,1483.9547,131.14293,351.2334,15.932072,0.003548211,0.049359463,0.39464042,543.2984,56.15981
755616,0,0,1501.1833,131.8971,354.78555,16.1464,0.00336057,0.046802055,0.39290366,540.9074,55.717365
755634,0,0,1516.7738,132.57957,358.37686,16.363092,0.0033957525,0.047281567,0.39290175,540.9048,55.78048
755650,0,0,1469.1976,130.49695,361.93442,16.57775,0.004822377,0.0667254,0.39287445,540.8672,56.96555
755669,0,0,1490.0333,131.40901,365.45615,16.790243,0.004303477,0.05965317,0.3913844,538.81586,56.987186
755683,0,0,1593.0809,135.91989,369.17615,17.014698,0.00440077,0.06097921,0.3905539,537.6725,57.74886
755699,0,0,1700.3715,140.61649,373.04208,17.247963,0.0049825404,0.068908304,0.3898894,536.7577,58.37132
755717,0,0,1821.1167,145.90204,377.24893,17.501795,0.0048734583,0.06742159,0.38974378,536.55725,58.528297
