elapsedTime,eventRecognized,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
3646,0,562.96606,185.22757,562.96606,158.82718,0.004587427,0.004587427,0,57.032104
3667,0,563.1062,185.25647,563.1062,158.86702,0.0045885844,0.0045885844,0,55.14701
3684,0,563.5423,185.34642,563.5423,158.99101,0.0045921872,0.0045921872,0,55.71536
3701,0,564.25806,185.49405,564.25806,159.1945,0.0045981007,0.0045981007,0,55.979958
3718,0,565.22546,185.6936,565.22546,159.46957,0.0046060923,0.0046060923,0,56.186756
3734,0,566.3608,185.9278,566.3608,159.79236,0.0046154717,0.0046154717,0,56.8342
3750,0,567.77325,186.21915,567.77325,160.19395,0.0046271407,0.0046271407,0,57.503017
3767,0,569.25964,186.52573,569.25964,160.61655,0.00463942,0.00463942,0,57.556114
3783,0,570.8179,186.84715,570.8179,161.05959,0.004652293,0.004652293,0,57.626366
3799,0,572.4095,187.17545,572.4095,161.51212,0.0046654423,0.0046654423,0,58.256752
3819,0,573.919,187.48682,573.919,161.94128,0.0046779127,0.0046779127,0,57.63501
3837,0,575.54254,187.8217,575.54254,162.4029,0.0046913256,0.0046913256,0,57.96281
3854,0,576.988,188.11984,576.988,162.81384,0.004703267,0.004703267,0,57.91313
3869,0,578.2095,188.37181,578.2095,163.16115,0.004713358,0.004713358,0,58.368427
3887,0,578.6514,188.46298,578.6514,163.2868,0.004717009,0.004717009,0,58.253235
3902,0,578.2315,188.37636,578.2315,163.1674,0.00471354,0.00471354,0,58.707253
3919,0,577.1964,188.16284,577.1964,162.87311,0.0047049886,0.0047049886,0,58.831585
3936,0,575.4411,187.80078,575.4411,162.37404,0.0046904874,0.0046904874,0,59.048004
3952,0,573.2123,187.34103,573.2123,161.74036,0.0046720747,0.0046720747,0,59.11461
3969,0,570.8418,186.85208,570.8418,161.06638,0.0046524913,0.0046524913,0,59.078773
3985,0,568.6207,186.39395,568.6207,160.4349,0.004634142,0.004634142,0,59.425472
4002,0,566.5542,185.96768,566.5542,159.84735,0.00461707,0.00461707,0,59.278828
4019,0,564.9373,185.63416,564.9373,159.38763,0.004603712,0.004603712,0,59.263958
4036,0,563.8648,185.41293,563.8648,159.0827,0.0045948518,0.0045948518,0,59.056126
4052,0,563.6768,185.37416,563.6768,159.02925,0.004593299,0.004593299,0,59.776413
4080,0,564.4511,185.53387,564.4511,159.24939,0.004599695,0.004599695,0,57.296677
4093,0,565.5116,185.75262,565.5116,159.55092,0.004608456,0.004608456,0,64.04317
4117,0,566.8426,186.02716,566.8426,159.92935,0.004619452,0.004619452,0,61.05994
4134,0,568.0393,186.27402,568.0393,160.26959,0.0046293386,0.0046293386,0,60.949142
4152,0,569.4595,186.56696,569.4595,160.67336,0.004641071,0.004641071,0,60.447903
4171,0,570.5891,186.79996,570.5891,160.99454,0.0046504037,0.0046504037,0,59.834354
4190,0,571.65894,187.02063,571.65894,161.29872,0.0046592415,0.0046592415,0,59.49598
4207,0,572.51056,187.19629,572.51056,161.54083,0.004666277,0.004666277,0,60.016083
4224,0,572.589,187.21246,572.589,161.56314,0.004666925,0.004666925,0,60.2602
4239,0,572.5224,187.19875,572.5224,161.54422,0.004666375,0.004666375,0,60.293293
4254,0,571.67053,187.02303,571.67053,161.30202,0.004659338,0.004659338,0,60.57924
4271,0,570.2194,186.7237,570.2194,160.88943,0.0046473495,0.0046473495,0,60.511494
4288,0,568.2959,186.32693,568.2959,160.34253,0.0046314583,0.0046314583,0,60.303818
4310,0,565.38446,185.72641,565.38446,159.51477,0.0046074064,0.0046074064,0,60.64324
4324,0,562.8711,185.20798,562.8711,158.80019,0.004586642,0.004586642,0,59.110653
4347,0,560.29193,184.67596,560.29193,158.06686,0.004565335,0.004565335,0,57.27611
4366,0,557.8457,184.17139,557.8457,157.37137,0.0045451256,0.0045451256,0,57.239414
4384,0,555.7936,183.7481,555.7936,156.78792,0.0045281723,0.0045281723,0,56.998325
4403,0,553.5962,183.29483,553.5962,156.16315,0.004510019,0.004510019,0,56.706337
4422,0,552.0595,182.97787,552.0595,155.72626,0.004497324,0.004497324,0,56.47185
4440,0,550.63153,182.68332,550.63153,155.32025,0.004485527,0.004485527,0,56.69053
4456,0,549.5934,182.46918,549.5934,155.02509,0.00447695,0.00447695,0,57.31948
4471,0,549.0142,182.34973,549.0142,154.86043,0.004472166,0.004472166,0,58.0097
4487,0,548.5342,182.2507,548.5342,154.72394,0.0044682,0.0044682,0,58.33271
