elapsedTime,eventRecognized,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
3589,0,4456.26,231.81506,49.220127,2.5264282,0.0056632976,0.4749137,223,7.9508324
3703,0,4456.26,231.81506,59.829636,3.0784175,-8.9652685E-4,0.4744352,223,7.9976583
3824,0,4456.26,231.81506,70.43896,3.6303976,3.2421286E-4,0.4727891,222,8.0814495
3949,0,4456.26,231.81506,81.04881,4.182405,7.205391E-5,0.47210875,222,8.089907
4067,0,4423.7573,230.12402,91.619705,4.7323856,3.339128E-4,0.4703347,221,8.085613
4172,0,4423.7573,230.12402,102.150475,5.280278,7.403257E-5,0.4680678,220,8.122034
4279,0,4423.7573,230.12402,112.68131,5.8281746,1.573134E-4,0.4679915,220,8.269534
4400,0,4423.7573,230.12402,123.213104,6.376121,1.5570682E-4,0.4679822,220,8.363165
4518,0,4423.7573,230.12402,133.74387,6.924013,1.2808605E-4,0.46599793,219,8.361825
4626,0,4423.7573,230.12402,144.27574,7.471964,1.3991387E-4,0.4655687,219,8.37603
4734,0,4423.7573,230.12402,154.80704,8.019884,1.4758253E-4,0.4647565,219,8.461455
4850,0,4423.7573,230.12402,165.33807,8.567791,7.818594E-5,0.46275234,218,8.544922
4959,0,4423.7573,230.12402,175.86905,9.115695,1.03395054E-4,0.4623881,218,8.538698
5073,0,4423.7573,230.12402,186.40005,9.6636,1.1667813E-4,0.46132407,217,8.609901
5174,0,4423.7573,230.12402,196.93124,10.211514,1.09640416E-4,0.4596914,216,8.63396
5277,0,4423.7573,230.12402,207.4617,10.759391,1.0376176E-4,0.45789915,216,8.758476
5394,0,4423.7573,230.12402,217.99303,11.307313,1.5557304E-4,0.4561409,215,8.844316
5504,0,4423.7573,230.12402,228.52357,11.855194,1.4858729E-4,0.45529306,214,8.815969
5610,0,4423.7573,230.12402,239.0558,12.403163,9.2305185E-5,0.45486405,214,8.816359
5714,0,4423.7573,230.12402,249.58833,12.951147,1.4063239E-4,0.45460656,214,8.902276
5818,0,4423.7573,230.12402,260.1196,13.499066,1.4440472E-4,0.45287442,213,8.983531
5917,0,4423.7573,230.12402,270.65082,14.046983,1.8941968E-4,0.4507145,212,9.046093
6020,0,4423.7573,230.12402,281.18353,14.594977,1.5305022E-4,0.4500085,212,9.144041
6123,0,4390.9478,228.417,291.6761,15.140882,2.3503098E-4,0.44980326,212,9.195416
6224,0,4390.9478,228.417,302.13022,15.684787,9.422399E-5,0.4497079,212,9.270592
6332,0,4390.9478,228.417,312.5835,16.228647,1.405084E-4,0.44876203,211,9.323292
6433,0,4390.9478,228.417,323.0374,16.772543,1.2493972E-4,0.4468879,211,9.322016
6534,0,3780.5356,196.65862,332.8169,17.281347,0.010665853,0.4469003,211,9.377941
6629,0,3215.7024,167.27159,341.12378,17.713535,0.01106412,0.4455699,210,9.439285
6726,0,2269.6287,118.04944,347.7142,18.056421,0.030153977,0.44343704,209,9.525797
6822,0,1750.2357,91.02656,353.08215,18.335705,7.790248E-4,0.4421577,208,9.615158
6925,0,2343.1643,121.87533,358.25964,18.605078,0.02907309,0.4418679,208,9.633988
7028,0,2275.5977,118.359985,363.92966,18.900076,0.002805356,0.44177732,208,9.678574
7123,0,2243.1975,116.67428,369.30768,19.179884,-3.3451943E-6,0.43988487,207,9.693956
7219,0,2181.1594,113.44657,374.56857,19.453596,0.007753111,0.43934828,207,9.750224
7314,0,2129.5857,110.763306,379.70273,19.720716,-5.692644E-4,0.43792835,207,9.851833
7412,0,2028.2262,105.489784,384.55945,19.9734,0.0037204137,0.43587595,206,9.923825
7510,0,1924.219,100.07852,389.3083,20.22047,0.0031682407,0.43352804,205,9.941845
7604,0,1912.7333,99.48094,393.88214,20.458439,6.361534E-4,0.43227708,204,9.95247
7695,0,1815.4785,94.421,398.34888,20.690834,0.0048978617,0.4307616,203,10.049253
7798,0,1721.1453,89.51305,402.5657,20.910225,-4.029204E-5,0.42915675,203,10.134565
7899,0,1721.1453,89.51305,406.6634,21.12342,2.9476648E-4,0.42678222,202,10.10084
7993,0,1721.1453,89.51305,410.76117,21.336617,1.05695595E-4,0.42490515,201,10.070454
8083,0,1721.1453,89.51305,414.8579,21.549763,1.2760665E-4,0.4239429,200,10.135923
8172,0,1721.1453,89.51305,418.95584,21.76297,1.2963446E-4,0.42348674,200,10.233821
8264,0,1721.1453,89.51305,423.05368,21.97617,1.19884775E-4,0.4224466,200,10.315903
8362,0,1721.1453,89.51305,427.1499,22.189287,1.234024E-4,0.4223217,200,10.38221
8452,0,1721.1453,89.51305,431.2464,22.40242,1.2300051E-4,0.42124373,199,10.348238
8542,0,1721.1453,89.51305,435.34402,22.61561,1.0730165E-4,0.42101377,199,10.461294
8628,0,1721.1453,89.51305,439.44104,22.828768,1.1340676E-4,0.42036572,199,10.523743
8715,0,1721.1453,89.51305,443.5387,23.041962,1.3068327E-4,0.4199055,198,10.629509
8809,0,1721.1453,89.51305,447.63626,23.255148,1.0797091E-4,0.4198418,198,10.714364
8899,0,1825.3191,94.932976,451.87527,23.475695,0.004937335,0.41758043,197,10.680948
8985,0,1821.219,94.71966,456.21606,23.701536,-4.4468464E-4,0.41645536,197,10.734583
9071,0,1821.219,94.71966,460.55017,23.92703,2.2884071E-4,0.41618955,197,10.839521
9168,0,1821.219,94.71966,464.8852,24.152573,1.2785022E-4,0.41503435,196,10.920906
9252,0,1821.219,94.71966,469.22025,24.378117,1.4904673E-4,0.41435805,196,10.863252
9343,0,1821.219,94.71966,473.55557,24.603674,9.566225E-5,0.413864,196,10.971562
9430,0,1821.219,94.71966,477.89154,24.829264,1.544863E-4,0.41328365,195,10.957961
9516,0,1821.219,94.71966,482.2267,25.054815,8.7429464E-5,0.41243905,195,11.012814
9599,0,1821.219,94.71966,486.5617,25.280354,1.243624E-4,0.41133893,195,11.080484
9684,0,1821.219,94.71966,490.89764,25.505943,1.3021653E-4,0.4094742,194,11.144383
9770,0,1649.8024,85.80122,494.94748,25.716648,0.0030211045,0.4089322,194,11.25045
9860,0,1649.2905,85.7746,498.87314,25.92089,-1.3905083E-4,0.40758106,193,11.281232
9947,0,1649.2905,85.7746,502.79886,26.125137,2.1277132E-4,0.40711224,193,11.260805
10114,0,1619.8595,84.24336,506.71097,26.328674,0.0023335172,0.40597764,192,11.248098
10280,0,1631.25,84.83599,510.69153,26.535776,0.0068480284,0.40440574,191,10.723448
10372,0,1611.8715,83.82777,514.551,26.736578,-9.1208285E-4,0.40399274,191,10.253206
10456,0,1592.6976,82.83019,518.3644,26.934978,5.2064814E-4,0.40358955,191,10.3335705
10541,0,1462.4286,76.052574,521.89124,27.118473,0.002856572,0.40182102,190,10.499947
10624,0,2010.4023,104.562454,525.889,27.326466,0.010356505,0.4013317,190,10.630456
10708,0,2147.7644,111.70911,530.72925,27.578295,0.005135288,0.40117693,190,10.776223
10791,0,2362.757,122.8947,536.1765,27.861704,4.705825E-4,0.40088767,190,10.865482
10874,0,2691.726,140.01024,542.2752,28.179005,0.023529556,0.4000464,190,10.987389
10955,0,2643.1953,137.48529,548.4321,28.499336,-1.5846174E-4,0.39887404,189,11.114154
11037,0,2358.493,122.672844,554.3877,28.80919,0.0064457147,0.3986372,189,11.241153
11118,0,2254.8713,117.28164,560.10913,29.106865,0.014415434,0.3970771,188,11.344216
11216,0,2117.3928,110.12894,565.0067,29.361675,0.0065437397,0.396799,188,11.425337
11300,0,2015.7119,104.8387,569.5805,29.59964,0.018852394,0.39666322,188,11.279107
11385,0,2133.231,110.95296,574.54034,29.85769,-0.0025245976,0.39571315,188,11.376371
11464,0,1788.4524,93.014885,579.0953,30.094673,0.0154500995,0.39472297,187,11.43626
11549,0,1713.6333,89.12221,583.1202,30.304081,0.0044816798,0.39442292,187,11.513861
11629,0,1605.6381,83.503456,586.99146,30.505495,0.009291175,0.3922129,186,11.553276
11707,0,1495.9357,77.795876,590.68365,30.697592,0.008140728,0.39106947,185,11.667609
11786,0,1245.3286,64.75734,593.99994,30.87013,0.012993278,0.39028153,185,11.786322
11865,0,1380.9191,71.81181,596.9349,31.02283,0.0098264385,0.3894237,185,11.854582
11945,0,3443.4214,179.11931,602.82886,31.329481,0.042102765,0.38934836,185,11.902107
12022,0,4172.681,217.06107,612.75793,31.846067,0.0010842727,0.38735703,184,12.00931
12102,0,3850.8071,200.31468,622.24255,32.33953,0.070626676,0.3861177,183,12.107817
12176,0,3222.2095,167.61014,631.01697,32.796043,2.0277128E-4,0.3852101,183,12.141163
12253,0,3127.6428,162.69003,638.5613,33.18856,0.0069229333,0.3851411,183,12.288703
12334,0,2507.6096,130.43106,644.9758,33.522297,0.024757523,0.38473833,183,12.360374
12415,0,2262.931,117.700966,650.30194,33.7994,0.0402353,0.3833043,182,12.331095
12491,0,3044.9739,158.38895,656.565,34.125256,0.072924286,0.38278547,182,12.329404
12567,0,4018.976,209.06416,665.45764,34.587917,0.0018680356,0.3824458,182,12.443514
12641,0,4424.7236,230.1743,675.82214,35.127163,0.03065579,0.3811864,181,12.512032
12715,0,4605.55,231.81516,686.66364,34.534126,0.024689943,0.37946132,180,12.606318
12790,0,4805.5,231.81528,697.9125,33.639744,0.008608866,0.37734786,179,12.688945
12865,0,4779.1523,230.5441,709.3255,34.19038,9.317021E-5,0.3766897,179,12.743052
12939,0,4054.562,195.58537,719.67755,34.689827,0.02329347,0.37662902,179,12.7886095
13013,0,3977.1453,191.85031,729.3448,35.156235,0.028732408,0.37499118,178,12.883184
13103,0,3785.8047,182.61884,738.5023,35.598053,0.0053983163,0.3735181,178,12.940371
13176,0,3925.3572,189.35173,747.6148,36.037693,0.057655573,0.37212703,177,12.768999
