elapsedTime,eventRecognized_tap,eventRecognized_hold,frq_rt, col_rt, frq_m, col_m, amp_rt,orbitSpeed,amp_m,shape_m_value, framerate
283227,0,0,8957.505,185.22125,8957.505,158.8185,0.080323435,0.05189623,0.080323435,5.1410336,59.913723
283242,0,0,8959.73,185.25018,8959.73,158.85835,0.08034359,0.051909,0.08034359,5.1423235,60.222004
283258,0,0,8966.654,185.34012,8966.654,158.98232,0.08040629,0.05194873,0.08040629,5.1463366,60.36412
283274,0,0,8978.018,185.4877,8978.018,159.18576,0.08050921,0.05201394,0.08050921,5.1529236,60.54105
283291,0,0,8993.376,185.68718,8993.376,159.46071,0.08064831,0.05210208,0.08064831,5.1618266,60.520794
283309,0,0,9011.4,185.9213,9011.4,159.78342,0.080811545,0.05220551,0.080811545,5.172274,60.243008
283327,0,0,9033.826,186.21259,9033.826,160.1849,0.08101465,0.052334208,0.08101465,5.185274,59.664917
283345,0,0,9057.425,186.51909,9057.425,160.60739,0.08122837,0.05246963,0.08122837,5.1989527,59.313686
283361,0,0,9082.163,186.84042,9082.163,161.0503,0.081452414,0.052611597,0.081452414,5.213293,59.308296
283377,0,0,9107.432,187.16861,9107.432,161.50269,0.08168127,0.052756604,0.08168127,5.22794,59.566128
283396,0,0,9131.397,187.4799,9131.397,161.93176,0.08189832,0.052894138,0.08189832,5.2418323,59.092365
283414,0,0,9157.173,187.8147,9157.173,162.39322,0.08213176,0.053042054,0.08213176,5.256773,59.12933
283430,0,0,9180.122,188.11276,9180.122,162.8041,0.08233959,0.053173747,0.08233959,5.270076,59.385597
283446,0,0,9199.515,188.36465,9199.515,163.15128,0.082515225,0.053285033,0.082515225,5.2813168,59.791817
283461,0,0,9206.531,188.4558,9206.531,163.2769,0.08257877,0.0533253,0.08257877,5.285384,60.20134
283477,0,0,9199.864,188.3692,9199.864,163.15755,0.08251839,0.05328704,0.08251839,5.2815194,59.994156
283493,0,0,9183.431,188.15573,9183.431,162.86331,0.08236956,0.05319274,0.08236956,5.2719936,59.93974
283510,0,0,9155.563,187.7938,9155.563,162.36441,0.08211718,0.05303282,0.08211718,5.2558403,59.956608
283527,0,0,9120.178,187.33417,9120.178,161.7309,0.081796706,0.052829754,0.081796706,5.2353287,59.961166
283544,0,0,9082.544,186.84537,9082.544,161.05713,0.081455864,0.05261378,0.081455864,5.2135134,60.02791
283560,0,0,9047.28,186.38733,9047.28,160.42578,0.0811365,0.052411422,0.0811365,5.1930733,60.348083
283575,0,0,9014.472,185.96118,9014.472,159.8384,0.080839366,0.052223142,0.080839366,5.174055,60.66734
283592,0,0,8988.802,185.62778,8988.802,159.37881,0.08060688,0.05207583,0.08060688,5.159175,60.486282
283608,0,0,8971.774,185.40662,8971.774,159.07397,0.08045267,0.051978115,0.08045267,5.149305,60.545532
283624,0,0,8968.789,185.36783,8968.789,159.02052,0.080425635,0.051960986,0.080425635,5.1475744,60.959103
283641,0,0,8981.082,185.5275,8981.082,159.24062,0.08053696,0.052031524,0.08053696,5.1547,60.761585
283658,0,0,8997.919,185.74619,8997.919,159.54205,0.08068945,0.05212815,0.08068945,5.16446,60.688503
283675,0,0,9019.05,186.02066,9019.05,159.92036,0.08088083,0.052249413,0.08088083,5.1767087,60.548016
283692,0,0,9038.05,186.26743,9038.05,160.26051,0.0810529,0.052358445,0.0810529,5.1877217,60.249435
283708,0,0,9060.597,186.5603,9060.597,160.6642,0.0812571,0.05248783,0.0812571,5.2007914,60.46698
283725,0,0,9078.532,186.79324,9078.532,160.98529,0.08141953,0.052590754,0.08141953,5.2111874,60.173252
283742,0,0,9095.516,187.01385,9095.516,161.28935,0.081573345,0.05268822,0.081573345,5.2210326,60.41331
283758,0,0,9109.037,187.18947,9109.037,161.53143,0.0816958,0.052765816,0.0816958,5.2288704,60.30712
283775,0,0,9110.281,187.20563,9110.281,161.55371,0.081707075,0.052772958,0.081707075,5.229592,60.136692
283791,0,0,9109.225,187.1919,9109.225,161.53479,0.08169751,0.052766897,0.08169751,5.2289796,60.615562
283808,0,0,9095.701,187.01627,9095.701,161.29268,0.08157502,0.05268928,0.08157502,5.22114,60.293636
283826,0,0,9072.662,186.71701,9072.662,160.8802,0.08136637,0.052557074,0.08136637,5.2077856,60.377934
283843,0,0,9042.124,186.32034,9042.124,160.33347,0.081089795,0.052381825,0.081089795,5.1900835,59.703087
283858,0,0,8995.901,185.71999,8995.901,159.50592,0.08067118,0.05211657,0.08067118,5.16329,60.18027
283875,0,0,8955.998,185.20169,8955.998,158.79152,0.080309786,0.05188758,0.080309786,5.1401596,60.344982
283891,0,0,8915.05,184.66983,8915.05,158.05841,0.07993894,0.051652595,0.07993894,5.116424,60.658913
283907,0,0,8876.213,184.16537,8876.213,157.3631,0.079587206,0.05142972,0.079587206,5.093911,60.59365
283924,0,0,8843.633,183.74222,8843.633,156.77982,0.07929214,0.051242758,0.07929214,5.075026,60.32208
283941,0,0,8808.747,183.2891,8808.747,156.15523,0.07897619,0.051042557,0.07897619,5.054804,60.39212
283959,0,0,8784.35,182.9722,8784.35,155.71844,0.07875524,0.050902553,0.07875524,5.0406623,59.977707
283976,0,0,8761.679,182.67773,8761.679,155.31256,0.078549914,0.05077245,0.078549914,5.0275207,59.6373
283992,0,0,8745.196,182.46365,8745.196,155.01747,0.07840064,0.05067787,0.07840064,5.0179667,59.916203
284009,0,0,8736.002,182.34424,8736.002,154.85286,0.078317374,0.0506251,0.078317374,5.0126367,59.859455
284025,0,0,8728.38,182.24524,8728.38,154.7164,0.078248344,0.050581366,0.078248344,5.008219,60.0114
284041,0,0,8730.745,182.27596,8730.745,154.75874,0.07826976,0.05059493,0.07826976,5.009589,60.491997
284058,0,0,8735.968,182.3438,8735.968,154.85225,0.07831705,0.050624903,0.07831705,5.0126166,60.437992
284075,0,0,8743.773,182.44518,8743.773,154.99199,0.07838775,0.0506697,0.07838775,5.017142,59.97549
284091,0,0,8744.201,182.45073,8744.201,154.99965,0.07839163,0.050672155,0.07839163,5.01739,60.5949
284107,0,0,8736.03,182.3446,8736.03,154.85336,0.07831763,0.05062527,0.07831763,5.0126534,60.588013
284124,0,0,8724.435,182.194,8724.435,154.64577,0.078212604,0.050558716,0.078212604,5.0059314,60.38289
284141,0,0,8706.962,181.96704,8706.962,154.33295,0.07805437,0.050458454,0.07805437,4.9958034,60.230015
284158,0,0,8687.51,181.71439,8687.51,153.98468,0.07787819,0.05034682,0.07787819,4.9845276,60.335953
284175,0,0,8668.338,181.46536,8668.338,153.64146,0.077704564,0.050236803,0.077704564,4.9734144,60.144283
284190,0,0,8649.649,181.22263,8649.649,153.30687,0.07753531,0.050129555,0.07753531,4.9625816,60.488647
284207,0,0,8634.459,181.02533,8634.459,153.0349,0.077397734,0.050042383,0.077397734,4.9537764,60.433212
284225,0,0,8621.397,180.85568,8621.397,152.80107,0.07727944,0.049967427,0.07727944,4.946205,60.037964
284240,0,0,8612.599,180.74138,8612.599,152.64352,0.07719975,0.04991693,0.07719975,4.9411044,60.394028
284257,0,0,8612.016,180.73383,8612.016,152.6331,0.077194475,0.04991359,0.077194475,4.940767,60.146976
284275,0,0,8617.08,180.79959,8617.08,152.72375,0.07724033,0.049942646,0.07724033,4.9437017,60.213234
284290,0,0,8625.802,180.91287,8625.802,152.87991,0.07731933,0.049992703,0.07731933,4.948758,60.527584
284307,0,0,8634.019,181.01959,8634.019,153.02701,0.07739374,0.05003985,0.07739374,4.953521,60.164883
284323,0,0,8641.886,181.1218,8641.886,153.16786,0.077465,0.050085,0.077465,4.9580812,60.62094
284340,0,0,8654.047,181.27975,8654.047,153.38559,0.07757514,0.050154794,0.07757514,4.965131,60.546856
284359,0,0,8664.223,181.41191,8664.223,153.56776,0.07766729,0.050213184,0.07766729,4.971029,59.9576
284377,0,0,8671.301,181.50385,8671.301,153.6945,0.0777314,0.05025381,0.0777314,4.9751325,59.479992
284394,0,0,8670.137,181.48872,8670.137,153.67365,0.07772085,0.05024712,0.07772085,4.974457,59.186092
284410,0,0,8658.607,181.33899,8658.607,153.46724,0.07761644,0.05018096,0.07761644,4.9677744,59.58246
284426,0,0,8645.1875,181.16467,8645.1875,153.22697,0.0774949,0.05010395,0.0774949,4.9599953,59.72042
284443,0,0,8620.769,180.8475,8620.769,152.7898,0.07727374,0.049963817,0.07727374,4.9458404,59.591465
284458,0,0,8587.162,180.411,8587.162,152.18813,0.07696938,0.04977096,0.07696938,4.9263597,60.25242
284475,0,0,8540.635,179.80667,8540.635,151.35513,0.076548,0.04950396,0.076548,4.89939,60.058685
284491,0,0,8476.938,178.97934,8476.938,150.21475,0.075971134,0.04913843,0.075971134,4.862468,60.13866
284507,0,0,8411.045,178.12347,8411.045,149.03505,0.07537435,0.048760284,0.07537435,4.824271,60.64868
284525,0,0,8334.112,177.1242,8334.112,147.6577,0.0746776,0.048318796,0.0746776,4.7796764,60.426254
284540,0,0,8251.549,176.05182,8251.549,146.17953,0.073929854,0.04784499,0.073929854,4.7318177,60.53792
