elapsedTime,eventRecognized_tap,eventRecognized_hold,frq_rt, col_rt, frq_m, col_m, amp_rt,orbitSpeed,amp_m,shape_m_value, framerate
2459,0,0,2717.6575,185.14774,2717.6575,158.71713,0.0037805212,0.05252568,0.0037805212,5.2046146,46.833862
2476,0,0,2717.8118,185.15448,2717.8118,158.72644,0.003780735,0.05252859,0.003780735,5.2049084,46.52372
2498,0,0,2718.3154,185.17653,2718.3154,158.75684,0.0037814328,0.0525381,0.0037814328,5.205869,45.79037
2520,0,0,2719.1694,185.2139,2719.1694,158.80836,0.0037826158,0.052554227,0.0037826158,5.207498,45.6911
2538,0,0,2720.3633,185.26617,2720.3633,158.88039,0.0037842696,0.052576765,0.0037842696,5.2097745,47.817066
2554,0,0,2721.7627,185.32742,2721.7627,158.96483,0.003786208,0.05260319,0.003786208,5.2124434,49.229233
2572,0,0,2723.724,185.41328,2723.724,159.08318,0.0037889252,0.052640222,0.0037889252,5.216184,50.29974
2593,0,0,2725.8613,185.50684,2725.8613,159.21213,0.003791886,0.05268057,0.003791886,5.22026,51.142654
2610,0,0,2728.2666,185.61212,2728.2666,159.35727,0.0037952177,0.05272598,0.0037952177,5.224847,51.36239
2626,0,0,2730.9402,185.72916,2730.9402,159.51857,0.0037989214,0.05277646,0.0037989214,5.2299457,52.181843
2643,0,0,2733.5974,185.84549,2733.5974,159.67891,0.0038026024,0.05282663,0.0038026024,5.2350135,52.759815
2664,0,0,2736.931,185.99141,2736.931,159.88005,0.0038072204,0.05288957,0.0038072204,5.2413707,51.429424
2682,0,0,2740.2297,186.1358,2740.2297,160.07909,0.0038117901,0.052951854,0.0038117901,5.247662,51.91439
2699,0,0,2743.6292,186.2846,2743.6292,160.2842,0.0038164991,0.05301603,0.0038164991,5.2541447,52.235477
2718,0,0,2747.2092,186.44135,2747.2092,160.50023,0.0038214587,0.053083625,0.0038214587,5.2609725,52.841385
2738,0,0,2750.515,186.58603,2750.515,160.69968,0.003826038,0.05314604,0.003826038,5.267277,52.230846
2759,0,0,2754.526,186.76161,2754.526,160.94168,0.003831594,0.053221762,0.003831594,5.2749257,53.151203
2776,0,0,2758.3203,186.9277,2758.3203,161.17064,0.0038368504,0.053293407,0.0038368504,5.2821627,54.142487
2800,0,0,2761.9995,187.08878,2761.9995,161.39262,0.003841947,0.053362865,0.003841947,5.2891784,52.25033
2821,0,0,2765.8035,187.25528,2765.8035,161.62215,0.0038472167,0.05343469,0.0038472167,5.2964334,51.582066
2846,0,0,2769.8486,187.43237,2769.8486,161.86624,0.0038528205,0.053511064,0.0038528205,5.304148,50.222534
2866,0,0,2773.0593,187.5729,2773.0593,162.05997,0.003857268,0.05357168,0.003857268,5.310271,50.486584
2885,0,0,2776.7107,187.73276,2776.7107,162.28027,0.0038623263,0.05364062,0.0038623263,5.3172345,50.4921
2904,0,0,2780.0364,187.87833,2780.0364,162.48094,0.003866933,0.05370341,0.003866933,5.323577,51.38789
2922,0,0,2783.498,188.02986,2783.498,162.6898,0.0038717284,0.05376877,0.0038717284,5.3301787,52.071762
2940,0,0,2787.0686,188.18616,2787.0686,162.90526,0.0038766747,0.053836178,0.0038766747,5.336988,52.75799
2957,0,0,2789.2334,188.28093,2789.2334,163.03587,0.0038796735,0.05387705,0.0038796735,5.341116,53.630768
2974,0,0,2791.0273,188.35945,2791.0273,163.1441,0.0038821588,0.053910926,0.0038821588,5.344538,54.520348
2991,0,0,2791.3086,188.37177,2791.3086,163.16109,0.0038825485,0.053916235,0.0038825485,5.3450747,54.486553
3015,0,0,2791.1228,188.36363,2791.1228,163.14987,0.0038822908,0.053912725,0.0038822908,5.34472,52.64406
3035,0,0,2789.337,188.28546,2789.337,163.04211,0.003879817,0.053879008,0.003879817,5.3413143,52.44979
3055,0,0,2787.1982,188.19183,2787.1982,162.91307,0.0038768544,0.05383863,0.0038768544,5.3372355,52.523815
3079,0,0,2784.4766,188.0727,2784.4766,162.74886,0.003873084,0.053787243,0.003873084,5.332045,51.1232
3098,0,0,2780.219,187.88632,2780.219,162.49196,0.003867186,0.053706855,0.003867186,5.323925,51.20695
3118,0,0,2776.2346,187.71191,2776.2346,162.25156,0.0038616667,0.05363163,0.0038616667,5.3163266,51.28855
3135,0,0,2770.9958,187.48257,2770.9958,161.93546,0.0038544098,0.053532727,0.0038544098,5.3063364,52.300144
3151,0,0,2765.769,187.25378,2765.769,161.62007,0.003847169,0.05343404,0.003847169,5.296368,53.139656
3168,0,0,2760.7493,187.03404,2760.7493,161.3172,0.0038402153,0.05333926,0.0038402153,5.286794,53.781918
3185,0,0,2754.6384,186.76654,2754.6384,160.94849,0.00383175,0.05322389,0.00383175,5.2751403,54.50036
3203,0,0,2749.5718,186.54475,2749.5718,160.64276,0.0038247313,0.053128228,0.0038247313,5.265478,54.86531
3220,0,0,2743.7842,186.29141,2743.7842,160.29356,0.003816714,0.053018965,0.003816714,5.254441,55.11145
3237,0,0,2738.7087,186.06923,2738.7087,159.98732,0.003809683,0.05292313,0.003809683,5.244761,55.741467
3254,0,0,2734.5059,185.88525,2734.5059,159.73373,0.0038038609,0.05284378,0.0038038609,5.2367454,56.025787
3271,0,0,2729.9338,185.6851,2729.9338,159.45786,0.0037975272,0.052757453,0.0037975272,5.228026,56.46752
3292,0,0,2726.9136,185.55292,2726.9136,159.27563,0.0037933437,0.05270044,0.0037933437,5.222267,56.843227
3302,0,0,2723.652,185.41013,2723.652,159.07883,0.0037888254,0.05263886,0.0037888254,5.2160463,57.788784
3318,0,0,2721.8777,185.33246,2721.8777,158.97177,0.0037863674,0.05260536,0.0037863674,5.2126627,57.909218
3335,0,0,2721.2659,185.30566,2721.2659,158.93484,0.0037855199,0.052593805,0.0037855199,5.211496,58.22139
