elapsedTime,eventRecognized_tap,eventRecognized_hold,frq_rt, col_rt, frq_m, col_m, amp_rt,orbitSpeed,amp_m,shape_m_value, framerate
1053956,0,0,8957.705,185.22107,8957.705,158.81822,0.080037676,0.05190033,0.080037676,5.141448,57.211777
1053977,0,0,8958.228,185.22784,8958.228,158.82758,0.080042385,0.051903322,0.080042385,5.14175,56.96224
1053994,0,0,8959.931,185.24997,8959.931,158.85808,0.08005775,0.051913094,0.08005775,5.142737,56.43269
1054014,0,0,8962.817,185.28748,8962.817,158.90976,0.080083795,0.05192966,0.080083795,5.14441,56.52284
1054030,0,0,8966.854,185.33989,8966.854,158.98201,0.08012021,0.05195282,0.08012021,5.1467495,56.601986
1054046,0,0,8971.585,185.40135,8971.585,159.06673,0.080162905,0.05197997,0.080162905,5.1494923,56.94718
1054062,0,0,8978.217,185.48749,8978.217,159.18547,0.08022274,0.052018024,0.08022274,5.153336,57.5032
1054079,0,0,8985.443,185.58136,8985.443,159.31483,0.08028793,0.052059483,0.08028793,5.1575236,57.759224
1054097,0,0,8993.574,185.68698,8993.574,159.46042,0.08036131,0.052106146,0.08036131,5.162237,57.50387
1054114,0,0,9002.614,185.8044,9002.614,159.62227,0.08044286,0.05215801,0.08044286,5.1674757,57.379597
1054130,0,0,9011.599,185.9211,9011.599,159.78313,0.08052392,0.05220956,0.08052392,5.172683,58.575626
1054149,0,0,9022.869,186.0675,9022.869,159.98492,0.080625616,0.052274235,0.080625616,5.1792154,57.799973
1054166,0,0,9034.022,186.21237,9034.022,160.18462,0.08072624,0.052338228,0.08072624,5.18568,57.87624
1054189,0,0,9045.516,186.36165,9045.516,160.39038,0.08082994,0.052404176,0.08082994,5.1923413,57.278275
1054201,0,0,9057.62,186.51889,9057.62,160.6071,0.08093915,0.05247363,0.08093915,5.1993566,59.3128
1054225,0,0,9068.797,186.66406,9068.797,160.80722,0.081039995,0.052537758,0.081039995,5.2058344,57.045452
1054242,0,0,9082.357,186.84021,9082.357,161.05002,0.08116235,0.052615568,0.08116235,5.213694,57.218094
1054260,0,0,9095.187,187.00684,9095.187,161.2797,0.08127809,0.05268918,0.08127809,5.2211294,57.069244
1054278,0,0,9107.625,187.16841,9107.625,161.5024,0.08139033,0.05276056,0.08139033,5.228339,57.133217
1054298,0,0,9120.486,187.33546,9120.486,161.73267,0.08150637,0.052834354,0.08150637,5.2357936,57.02719
1054312,0,0,9134.163,187.51312,9134.163,161.97754,0.08162977,0.05291283,0.08162977,5.2437205,57.790226
1054330,0,0,9145.019,187.65411,9145.019,162.17189,0.08172771,0.05297512,0.08172771,5.2500124,57.054886
1054346,0,0,9157.363,187.81445,9157.363,162.3929,0.0818391,0.053045955,0.0818391,5.2571673,58.03906
1054362,0,0,9168.607,187.96053,9168.607,162.59424,0.08194055,0.05311047,0.08194055,5.263684,58.4555
1054379,0,0,9180.312,188.11255,9180.312,162.80379,0.08204614,0.053177625,0.08204614,5.2704673,58.260193
1054396,0,0,9192.384,188.26935,9192.384,163.01991,0.082155064,0.053246897,0.082155064,5.2774644,58.968365
1054413,0,0,9199.703,188.36443,9199.703,163.15097,0.082221106,0.053288892,0.082221106,5.2817063,58.32324
1054429,0,0,9205.769,188.4432,9205.769,163.25957,0.08227583,0.053323694,0.08227583,5.285222,59.267704
1054445,0,0,9206.72,188.45557,9206.72,163.27658,0.082284406,0.053329147,0.082284406,5.285773,59.84735
1054461,0,0,9206.091,188.4474,9206.091,163.26534,0.082278736,0.05332554,0.082278736,5.2854085,59.303455
1054478,0,0,9200.053,188.36896,9200.053,163.15723,0.08222426,0.0532909,0.08222426,5.281909,59.655727
1054494,0,0,9192.822,188.27505,9192.822,163.02777,0.08215902,0.053249408,0.08215902,5.2777185,59.821365
1054511,0,0,9183.62,188.15552,9183.62,162.86302,0.08207599,0.05319661,0.08207599,5.2723846,59.945415
1054527,0,0,9169.225,187.96854,9169.225,162.60529,0.08194611,0.05311401,0.08194611,5.2640414,60.030434
1054543,0,0,9155.754,187.79356,9155.754,162.3641,0.08182457,0.053036712,0.08182457,5.2562337,60.031013
1054560,0,0,9138.042,187.5635,9138.042,162.04698,0.08166477,0.05293509,0.08166477,5.245969,60.152744
1054577,0,0,9120.37,187.33395,9120.37,161.73059,0.08150532,0.052833688,0.08150532,5.2357264,59.826553
1054594,0,0,9103.398,187.1135,9103.398,161.42673,0.0813522,0.052736305,0.0813522,5.2258897,59.74505
1054610,0,0,9082.737,186.84512,9082.737,161.05681,0.08116578,0.05261776,0.08116578,5.213915,60.072746
1054627,0,0,9065.607,186.62263,9065.607,160.75012,0.08101122,0.05251946,0.08101122,5.203986,59.95495
1054644,0,0,9046.04,186.36847,9046.04,160.39978,0.08083467,0.052407186,0.08083467,5.192645,59.83495
1054661,0,0,9028.88,186.14557,9028.88,160.09254,0.08067984,0.05230872,0.08067984,5.182699,59.661343
1054677,0,0,9014.67,185.961,9014.67,159.83812,0.08055163,0.052227184,0.08055163,5.1744633,60.097656
1054696,0,0,8999.212,185.7602,8999.212,159.56136,0.080412164,0.05213849,0.080412164,5.1655045,60.230762
1054712,0,0,8989.001,185.62756,8989.001,159.37854,0.08032004,0.0520799,0.08032004,5.159586,60.20166
1054732,0,0,8977.974,185.48433,8977.974,159.1811,0.08022054,0.052016627,0.08022054,5.1531944,59.347965
1054750,0,0,8971.975,185.40642,8971.975,159.0737,0.080166414,0.051982198,0.080166414,5.1497173,58.71142
1054764,0,0,8969.905,185.37953,8969.905,159.03665,0.08014775,0.051970333,0.08014775,5.1485186,60.460583
1054785,0,0,8968.989,185.36763,8968.989,159.02025,0.08013948,0.051965076,0.08013948,5.1479874,59.215027
