elapsedTime,eventRecognized_tap,eventRecognized_hold,frq_rt, col_rt, frq_m, col_m, amp_rt,orbitSpeed,amp_m,shape_m_value, framerate
12793,0,0,3302.1477,165.63159,3413.2866,136.3725,0.0011509426,0.035014622,0.0028712272,8.571254,58.818504
12817,0,0,3255.2644,164.23724,3410.92,136.27548,8.0745976E-4,0.024863431,0.0028730398,8.576666,56.713608
12833,0,0,3255.8237,164.25389,3408.216,136.16463,9.533473E-4,0.02917495,0.0028754126,8.583748,57.197536
12849,0,0,3256.745,164.28128,3405.4006,136.04922,9.295873E-4,0.028472753,0.0028762633,8.586288,57.83673
12867,0,0,3210.0906,162.89377,3402.4717,135.92915,9.340423E-4,0.028604416,0.0028764938,8.586977,57.557903
12886,0,0,3212.3738,162.96167,3399.4343,135.80464,9.33207E-4,0.028579729,0.0028770682,8.588692,56.92066
12905,0,0,3168.8691,161.66782,3396.4048,135.68045,6.594715E-4,0.020489829,0.0028769583,8.588363,57.313038
12922,0,0,3124.774,160.35638,3393.0479,135.54283,7.107969E-4,0.022006687,0.0028765113,8.5870285,57.175884
12939,0,0,3125.4666,160.377,3389.923,135.41473,9.797788E-4,0.0299561,0.0028770124,8.588525,57.48391
12956,0,0,3125.75,160.38544,3386.689,135.28217,8.171324E-4,0.025149295,0.002877671,8.59049,57.653282
12973,0,0,3125.238,160.37021,3383.458,135.1497,8.4762863E-4,0.026050571,0.0028780547,8.591636,57.778214
12989,0,0,3078.6858,158.98572,3380.117,135.01274,7.5428776E-4,0.023292001,0.0028786196,8.593322,58.531357
13005,0,0,3032.2356,157.60426,3376.5518,134.86661,9.5840753E-4,0.0293245,0.002879357,8.595523,58.81753
13021,0,0,3032.2356,157.60426,3372.9866,134.72044,9.2013506E-4,0.028193405,0.0028801442,8.597874,58.79917
13036,0,0,2986.1953,156.235,3369.422,134.57433,9.1333943E-4,0.027992569,0.0028808778,8.600063,59.083286
13053,0,0,3033.7715,157.64993,3365.8586,134.42824,6.589612E-4,0.020474749,0.002880251,8.598192,59.215
13070,0,0,3128.9,160.47911,3362.5195,134.29137,7.0665707E-4,0.021884337,0.0028788769,8.59409,59.188873
13087,0,0,3176.043,161.88116,3359.2896,134.15897,7.1522826E-4,0.02213765,0.002878639,8.59338,59.292583
13103,0,0,3222.9023,163.27478,3356.058,134.02649,7.1362115E-4,0.022090152,0.0028779393,8.591291,59.775696
13119,0,0,3268.1238,164.61969,3352.259,133.87076,8.3253416E-4,0.025604473,0.0028769565,8.588358,59.668022
13135,0,0,3312.9834,165.95384,3348.34,133.7101,0.0010571475,0.03224263,0.0028772713,8.589297,59.918793
13154,0,0,3357.4333,167.2758,3344.6387,133.55836,0.0010150326,0.03099798,0.0028778964,8.591164,59.328026
13171,0,0,3402.5762,168.61838,3341.2732,133.4204,7.72688E-4,0.023835799,0.0028775437,8.590111,59.437744
13187,0,0,3447.774,169.96259,3337.9084,133.28247,9.32754E-4,0.028566342,0.0028778724,8.591091,59.63513
13203,0,0,3491.7666,171.27094,3334.5444,133.14456,9.027416E-4,0.027679365,0.0028788943,8.594142,60.07763
13219,0,0,3489.562,171.20538,3331.3018,133.01163,8.4083807E-4,0.025849884,0.002879165,8.594951,59.781525
13239,0,0,3583.3833,173.99567,3328.06,132.87875,6.899445E-4,0.02139042,0.0028781088,8.591797,58.841587
13254,0,0,3629.219,175.35884,3324.9316,132.7505,7.18237E-4,0.022226568,0.0028759893,8.58547,60.993225
13270,0,0,3670.3928,176.58337,3321.9084,132.62656,9.4390055E-4,0.028895764,0.0028743823,8.580673,60.575417
13287,0,0,3666.8572,176.47821,3318.8708,132.50204,9.015887E-4,0.027645292,0.002873845,8.579069,60.603718
13303,0,0,3712.331,177.83063,3315.8257,132.37723,9.752186E-4,0.029821327,0.0028737774,8.578867,60.747375
13320,0,0,3758.6785,179.20903,3312.8894,132.25684,9.004261E-4,0.027610933,0.0028739378,8.579346,60.319508
13337,0,0,3804.6167,180.57526,3310.06,132.14085,9.144497E-4,0.028025381,0.0028739998,8.579531,59.96895
13355,0,0,3850.043,181.92627,3307.45,132.03386,9.1182033E-4,0.027947675,0.0028739478,8.579376,59.432526
13372,0,0,3895.469,183.27725,3305.0586,131.93584,9.488371E-4,0.029041655,0.0028740333,8.579631,60.318314
13388,0,0,3940.3833,184.61302,3302.6648,131.83769,9.4189646E-4,0.028836535,0.0028744421,8.580852,60.341576
13403,0,0,3940.4856,184.61606,3300.1619,131.7351,0.0010166926,0.031047039,0.002875221,8.583177,60.81048
13419,0,0,3941.719,184.65274,3297.5461,131.62787,0.0010335548,0.03154538,0.002876621,8.587356,60.64178
13435,0,0,3993.3477,186.1882,3295.0486,131.52548,0.0010303932,0.03145194,0.0028777106,8.590609,60.872166
13452,0,0,3988.481,186.04347,3292.5535,131.4232,0.0012649992,0.038385417,0.0028791663,8.594954,60.693077
13469,0,0,3940.7786,184.62479,3289.825,131.31134,0.0010831357,0.03301068,0.0028809693,8.600337,60.285
13486,0,0,3897.431,183.3356,3286.9888,131.19508,0.001117235,0.03401844,0.0028829628,8.606288,60.32283
13503,0,0,3806.2715,180.62448,3283.9348,131.0699,0.0011108415,0.033829488,0.0028844788,8.610813,60.27707
13520,0,0,3810.5715,180.75235,3280.889,130.94504,9.916112E-4,0.030305788,0.0028851663,8.612865,60.19476
13537,0,0,3765.043,179.39832,3278.1875,130.83429,0.0010139669,0.030966485,0.0028860932,8.615633,60.23509
13553,0,0,3763.9644,179.36624,3275.489,130.72368,0.0012686505,0.038493328,0.0028876576,8.620302,60.592743
13572,0,0,3718.3333,178.00916,3272.9033,130.61768,0.001233269,0.037447672,0.0028894453,8.625639,59.81071
13590,0,0,3673.931,176.6886,3270.321,130.51181,0.001239903,0.037643734,0.0028910225,8.630348,59.67918
13607,0,0,3676.7976,176.77385,3267.6316,130.40155,8.0056646E-4,0.02465971,0.0028916348,8.632175,59.739346
13625,0,0,3679.4595,176.85303,3264.948,130.29156,8.8294205E-4,0.027094213,0.0028917864,8.632628,60.415436
13641,0,0,3682.1213,176.93219,3262.1577,130.17717,8.6749665E-4,0.026637746,0.0028920241,8.633338,59.905067
13668,0,0,3496.5261,171.41249,3259.2605,130.0584,8.724255E-4,0.026783412,0.002892498,8.634752,57.240696
13689,0,0,3496.4238,171.40945,3256.0312,129.92603,9.2046766E-4,0.028203236,0.0028932719,8.637062,56.38463
13708,0,0,3405.1619,168.69528,3252.694,129.78923,7.322356E-4,0.022640279,0.002893728,8.638424,56.427067
13733,0,0,3362.4524,167.42508,3249.2554,129.64825,8.643706E-4,0.026545359,0.0028938742,8.638861,54.56347
13754,0,0,3316.8762,166.06961,3245.8271,129.50772,8.480506E-4,0.02606304,0.0028940411,8.6393585,53.8418
13773,0,0,3272.269,164.74298,3242.403,129.36736,8.511106E-4,0.026153477,0.002894224,8.639904,53.90025
13791,0,0,3227.1023,163.39969,3238.9866,129.2273,8.5053686E-4,0.026136521,0.0028946884,8.641292,54.834095
13816,0,0,3228.0,163.42639,3235.6892,129.09213,0.001083374,0.03301772,0.0028960528,8.645364,52.89493
13837,0,0,3230.819,163.51024,3232.847,128.97562,8.1846176E-4,0.025188582,0.0028974272,8.649467,52.27221
13857,0,0,3186.4475,162.19061,3230.125,128.86403,9.36384E-4,0.028673623,0.002898078,8.65141,52.31509
13875,0,0,3137.3833,160.73141,3227.5178,128.75716,9.050815E-4,0.027748518,0.002898505,8.652685,53.27803
13892,0,0,3041.7666,157.88773,3224.9104,128.65025,9.1095077E-4,0.027921975,0.0028985755,8.652895,53.970497
13907,0,0,3087.8071,159.25699,3222.295,128.54305,6.818846E-4,0.021152219,0.002897707,8.650302,54.999508
13934,0,0,3043.0,157.92441,3219.453,128.42654,0.0010006763,0.030573696,0.0028970842,8.648443,53.015198
13953,0,0,2993.319,156.44687,3216.4524,128.30353,0.0010693208,0.032602396,0.002895324,8.643188,52.70988
13972,0,0,2942.4834,154.935,3213.575,128.1856,0.00105645,0.032222014,0.0028926132,8.635096,52.79891
13991,0,0,2849.6619,152.17442,3211.031,128.0813,8.5355353E-4,0.026225675,0.0028880814,8.621568,53.544495
14015,0,0,2801.9834,150.75644,3209.086,128.00156,8.7369024E-4,0.026820788,0.0028812636,8.601215,51.866287
14037,0,0,2753.8953,149.3263,3207.9236,127.95391,8.6991466E-4,0.026709205,0.0028740284,8.579617,51.423668
14055,0,0,2704.2715,147.85045,3207.1628,127.92272,6.7641743E-4,0.020990646,0.0028685827,8.56336,52.24222
14073,0,0,2704.2715,147.85045,3206.7688,127.90658,7.126982E-4,0.022062875,0.002864064,8.5498705,52.557735
14092,0,0,2748.6738,149.17099,3207.083,127.91945,7.8773894E-4,0.02428061,0.0028596146,8.536588,53.56171
14109,0,0,2651.9856,146.29544,3207.4587,127.93486,6.2984024E-4,0.019614117,0.00285612,8.526155,54.15508
14133,0,0,2604.0,144.86832,3207.8098,127.94924,6.5944623E-4,0.020489082,0.0028530264,8.516921,52.092915
14152,0,0,2555.755,143.43349,3208.0261,127.95812,7.515155E-4,0.023210071,0.0028501668,8.508385,52.38744
14171,0,0,2460.3428,140.59589,3208.3455,127.97121,7.342525E-4,0.022699885,0.0028486536,8.503867,52.406033
14190,0,0,2419.2715,139.37442,3208.6572,127.983986,0.0010047682,0.030694628,0.0028486417,8.503832,53.184742
14207,0,0,2327.4976,136.64502,3208.9688,127.99676,7.876002E-4,0.024276508,0.0028483884,8.503076,54.02471
14223,0,0,2282.8904,135.31836,3209.5051,128.01875,8.283192E-4,0.025479905,0.0028477127,8.501059,54.979813
14248,0,0,2236.2356,133.93083,3209.7515,128.02884,8.902379E-4,0.027309833,0.002846717,8.498086,52.975674
14267,0,0,2094.8381,129.7256,3209.6843,128.0261,8.377168E-4,0.025757639,0.0028463446,8.496974,53.03552
14285,0,0,1906.9905,124.138916,3209.2007,128.00627,8.475645E-4,0.026048675,0.0028461951,8.496528,53.13231
14304,0,0,1954.1571,125.54168,3208.5364,127.979034,7.299593E-4,0.022573005,0.002845406,8.494173,53.17346
14322,0,0,1858.2881,122.69049,3207.5723,127.939514,7.5201027E-4,0.023224693,0.0028442717,8.490786,53.48127
14340,0,0,1905.0215,124.08036,3206.5037,127.89571,0.0010946717,0.033351608,0.0028445164,8.491517,53.960285
14357,0,0,1951.7548,125.47023,3205.336,127.84783,7.421284E-4,0.022932649,0.0028446785,8.492001,55.242447
14373,0,0,1997.488,126.83036,3204.0085,127.79342,8.082303E-4,0.024886204,0.0028443837,8.49112,56.37608
14399,0,0,1996.3619,126.796875,3202.7883,127.7434,8.526993E-4,0.026200427,0.0028442147,8.490616,54.11374
14418,0,0,2043.4261,128.19658,3201.4636,127.689095,8.443614E-4,0.02595401,0.0028439322,8.489773,53.945755
14437,0,0,2089.4119,129.56422,3199.961,127.62749,0.0011107174,0.033825822,0.0028445113,8.491501,53.65493
14455,0,0,2090.9475,129.6099,3198.5908,127.57133,7.946085E-4,0.02448363,0.0028443544,8.491033,54.528248
14474,0,0,1998.7643,126.86832,3196.9011,127.50207,8.538789E-4,0.02623529,0.002843446,8.488321,54.290833
14493,0,0,2046.6476,128.29239,3195.0845,127.42759,0.0011733107,0.035675682,0.002843739,8.489196,54.74285
14509,0,0,2005.0095,127.054054,3193.1777,127.34943,7.744977E-4,0.02388928,0.0028434186,8.488239,55.22185
14533,0,0,2008.9785,127.17209,3191.0044,127.26033,0.0010271119,0.031354968,0.0028430715,8.487204,53.384758
14552,0,0,1917.9452,124.46472,3188.653,127.16395,9.797467E-4,0.02995515,0.0028432843,8.487839,53.42218
14569,0,0,1913.7667,124.340454,3185.9812,127.05441,9.886277E-4,0.030217614,0.0028427313,8.486187,53.773323
14588,0,0,1960.9095,125.7425,3183.2825,126.94379,8.0980186E-4,0.024932649,0.002842133,8.484401,53.64749
14605,0,0,1961.6262,125.76381,3180.4822,126.82899,0.0010461289,0.03191699,0.0028424156,8.485245,54.81065
14623,0,0,2008.3286,127.15276,3177.3792,126.70178,0.0010018176,0.030607428,0.002843958,8.48985,54.906063
14640,0,0,2100.0476,129.88052,3174.2825,126.574844,7.1743445E-4,0.02220285,0.0028441693,8.49048,55.863422
14656,0,0,2191.9714,132.6144,3171.227,126.449585,7.707563E-4,0.023778707,0.0028432785,8.487822,56.511192
14673,0,0,2284.2024,135.35739,3168.084,126.32074,7.607584E-4,0.023483234,0.0028416927,8.483087,56.93949
14692,0,0,2331.2666,136.75711,3165.02,126.195145,0.0012170766,0.036969125,0.0028419453,8.483841,57.297455
14706,0,0,2377.819,138.1416,3161.8728,126.066124,0.0011315169,0.034440517,0.0028436405,8.488902,57.750156
14722,0,0,2472.255,140.95016,3158.743,125.93782,8.8445423E-4,0.027138904,0.002844231,8.4906645,58.23578
14738,0,0,2659.031,146.50497,3155.857,125.81951,7.9407165E-4,0.024467764,0.002844012,8.490011,58.306526
14755,0,0,2844.988,152.03543,3153.2148,125.7112,8.110184E-4,0.024968602,0.0028436522,8.488936,58.72779
14784,0,0,2933.0762,154.65521,3150.7979,125.612114,0.0011056355,0.033675633,0.0028445094,8.491496,55.99938
14802,0,0,3024.85,157.38461,3148.379,125.512955,0.0010503948,0.032043066,0.002846031,8.4960375,55.702682
14821,0,0,3114.5762,160.05312,3146.0906,125.41916,8.7472156E-4,0.026851268,0.0028462708,8.496754,55.748386
14840,0,0,3206.043,162.77338,3143.9175,125.33006,9.076603E-4,0.02782473,0.0028461958,8.496531,55.479652
14860,0,0,3298.3286,165.518,3141.861,125.24577,9.014843E-4,0.027642205,0.0028464147,8.497183,55.72721
14877,0,0,3389.488,168.22913,3139.9187,125.166145,9.166468E-4,0.028090313,0.0028466233,8.497807,55.216583
14893,0,0,3433.788,169.54663,3138.0923,125.09127,9.138038E-4,0.028006295,0.00284711,8.499259,56.993107
14911,0,0,3479.419,170.90372,3136.1558,125.01189,8.381321E-4,0.025769912,0.0028474845,8.500377,56.989117
14928,0,0,3432.6619,169.51314,3134.2246,124.932724,0.0012819074,0.03888512,0.0028485712,8.503621,57.066765
14945,0,0,3386.007,168.1256,3131.9624,124.83998,0.0011986995,0.036426015,0.0028507013,8.50998,58.085938
14959,0,0,3293.0525,165.36108,3129.4827,124.738335,7.9573673E-4,0.024516972,0.0028516983,8.512956,58.16237
14985,0,0,3245.2952,163.94077,3126.7896,124.62793,0.0010570672,0.032240257,0.002852375,8.514976,55.869488
15005,0,0,3243.7834,163.89581,3123.8813,124.50872,0.0010080677,0.030792143,0.002853102,8.517147,55.373535
15022,0,0,3242.043,163.84404,3120.9727,124.38948,0.0010555136,0.032194342,0.0028536736,8.518853,55.66371
15039,0,0,3240.2,163.78923,3117.9526,124.26567,0.0010466175,0.03193143,0.0028543659,8.520919,56.478195
15055,0,0,3243.6453,163.8917,3114.4895,124.1237,0.0018992517,0.057129934,0.0028574688,8.530182,56.70613
15072,0,0,3242.9834,163.87201,3110.35,123.954025,0.0021462766,0.06443044,0.0028632362,8.5473995,57.19883
15087,0,0,3290.1262,165.27406,3105.8645,123.770134,0.0020999596,0.063061595,0.0028701401,8.568009,57.576843
15104,0,0,3298.8428,165.5333,3101.5051,123.59143,9.174177E-4,0.028113097,0.002872969,8.576454,58.057236
15123,0,0,3260.7239,164.39963,3097.166,123.41355,0.0011391444,0.034665942,0.00287329,8.577413,57.85513
15140,0,0,3222.762,163.27061,3092.8486,123.236565,0.0010975706,0.033437286,0.002874081,8.579773,58.077324
15157,0,0,3278.519,164.92886,3088.5547,123.06055,0.0010005217,0.030569129,0.0028746275,8.581405,58.962803
15173,0,0,3289.4404,165.25366,3084.5095,122.89472,0.0010187184,0.031106906,0.0028751025,8.582823,59.415405
15186,0,0,3207.5405,162.81792,3080.3804,122.72545,0.0016484791,0.049718674,0.0028777353,8.590682,59.834183
15205,0,0,3224.6382,163.32642,3076.061,122.548386,0.001694899,0.051090557,0.002882548,8.605049,59.350353
15222,0,0,3193.774,162.4085,3071.4443,122.35912,0.0016861954,0.050833326,0.0028876853,8.620385,58.75147
15241,0,0,3045.55,158.00024,3066.6702,122.16342,0.0013334793,0.04040926,0.0028904986,8.628784,58.60614
15264,0,0,2925.831,154.43974,3061.3008,121.943306,0.001296338,0.039311595,0.0028917228,8.632439,56.48816
15283,0,0,2889.476,153.35852,3055.7483,121.71569,0.0013641235,0.04131491,0.0028931918,8.636824,56.40013
15301,0,0,2808.207,150.94154,3050.1165,121.484825,0.0013514138,0.04093929,0.0028954165,8.643464,56.18591
15319,0,0,2774.3643,149.93504,3044.5159,121.25523,0.001137634,0.034621306,0.002897305,8.649102,55.84719
15339,0,0,2740.2144,148.9194,3038.7246,121.01783,9.0025784E-4,0.027605958,0.0028978607,8.650762,55.88226
15357,0,0,2653.719,146.34698,3032.85,120.777016,0.0015649378,0.047249716,0.0028997995,8.6565485,55.85833
15374,0,0,2661.1238,146.56721,3026.769,120.527725,0.0014403103,0.04356651,0.0029028242,8.665579,56.456535
15397,0,0,2624.1072,145.46631,3020.5938,120.27458,0.0013108747,0.039741207,0.0029049676,8.671977,54.810875
15416,0,0,2598.6453,144.70908,3014.6836,120.032295,0.0019129862,0.057535835,0.0029076997,8.680133,54.364456
15433,0,0,2523.9143,142.48654,3008.7063,119.78727,0.0018000903,0.05419935,0.0029110191,8.690042,55.211224
15453,0,0,2483.738,141.29169,3002.617,119.53764,0.0018212583,0.054824937,0.0029142278,8.69962,54.804398
15473,0,0,2463.9143,140.70212,2996.432,119.284096,0.0014599953,0.044148277,0.0029175458,8.709525,54.5237
15491,0,0,2480.5737,141.19757,2990.3477,119.034676,0.001115246,0.033959653,0.0029195987,8.715654,55.297237
15507,0,0,2495.9,141.65338,2984.1897,118.78224,0.0011798865,0.035870023,0.002920762,8.719127,56.00706
15533,0,0,2411.7905,139.15192,2978.0627,118.531075,0.0019900452,0.05981322,0.002923209,8.726432,53.96164
15550,0,0,2415.169,139.2524,2971.7224,118.271164,0.002005555,0.060271587,0.0029268651,8.737346,53.98838
15568,0,0,2418.3428,139.34679,2965.3887,118.01152,7.4632966E-4,0.02305681,0.0029282442,8.741463,54.36749
15584,0,0,2411.8787,139.15454,2959.0544,117.75186,9.824345E-4,0.030034585,0.0029280044,8.740747,55.010998
15600,0,0,2350.3262,137.32394,2952.5898,117.486855,0.001396429,0.042269655,0.0029293662,8.744812,55.608353
15616,0,0,2284.312,135.36066,2946.116,117.22146,0.0023679542,0.07098183,0.002935075,8.761854,56.248493
15633,0,0,2241.4404,134.08563,2939.5315,116.95154,0.0021857931,0.0655983,0.0029426357,8.784425,56.60692
15649,0,0,2148.5286,131.32239,2932.8315,116.67689,0.002370608,0.07106027,0.0029503277,8.807386,57.1183
15666,0,0,2112.581,130.25328,2925.9443,116.394554,0.0013083245,0.03966584,0.002953599,8.817152,57.27091
15683,0,0,2113.8572,130.29123,2918.9617,116.10831,0.0015075026,0.045552295,0.002954133,8.818747,57.30768
15700,0,0,2112.993,130.26553,2911.9238,115.8198,0.0022961623,0.06886012,0.0029600556,8.836427,57.651447
15717,0,0,2043.7928,128.20749,2904.3828,115.51067,0.0021482888,0.06448991,0.002968488,8.8616,57.746716
15734,0,0,1942.0809,125.182526,2895.9053,115.16314,0.002176015,0.065309316,0.0029763477,8.885062,58.080063
15753,0,0,1876.3071,123.22638,2886.8828,114.793274,0.002211271,0.06635127,0.0029840805,8.908147,57.541428
15770,0,0,1919.2762,124.5043,2877.8665,114.42366,0.0016068514,0.04848842,0.0029886893,8.9219055,57.75331
15786,0,0,1947.5881,125.34631,2868.9312,114.05738,0.00172018,0.051837698,0.0029916533,8.930753,58.04028
15803,0,0,1881.5333,123.381805,2859.8809,113.68637,0.0022679246,0.06802559,0.0029967322,8.945915,57.923622
15819,0,0,1855.9214,122.6201,2850.6753,113.309,0.0031703988,0.09469704,0.003007763,8.978845,58.520584
15836,0,0,1820.0714,121.5539,2841.74,112.94271,0.003001185,0.08969615,0.003021423,9.019622,58.758987
15853,0,0,1759.2548,119.74519,2833.0256,112.58547,0.0029963856,0.08955431,0.0030338243,9.056643,58.931545
15870,0,0,1757.2452,119.685425,2825.0408,112.25815,0.0022501918,0.067501515,0.0030423016,9.081949,58.86682
15887,0,0,1715.0405,118.43024,2817.2014,111.93679,0.0023901032,0.07163642,0.0030488265,9.101428,58.995213
15904,0,0,1712.6262,118.35843,2809.2986,111.612816,0.0016390474,0.04943993,0.0030540335,9.116972,59.356033
15922,0,0,1675.0905,117.242096,2801.3564,111.28724,0.002889849,0.08640576,0.0030617483,9.140002,58.834354
15944,0,0,1649.9619,116.49477,2793.1948,110.95266,0.002276202,0.068270214,0.0030704322,9.165926,57.45767
15962,0,0,1646.6761,116.39704,2785.0325,110.61806,0.0023912606,0.07167062,0.0030789908,9.191475,58.06871
15977,0,0,1694.8477,117.82968,2776.853,110.28276,0.0031898231,0.09527111,0.003090315,9.225281,58.26546
15998,0,0,1696.262,117.87175,2768.806,109.95287,0.0030400928,0.090846024,0.003102386,9.261314,56.71231
16016,0,0,1685.519,117.552246,2760.969,109.63161,0.0039062714,0.1,0.0031167893,7.978937,56.66791
16032,0,0,1680.8048,117.41205,2753.1125,109.30955,0.0037438632,0.09588395,0.0031332106,8.020975,57.4328
16048,0,0,1665.5548,116.9585,2745.2366,108.98669,0.0034504896,0.08844873,0.003148398,8.0598545,57.81931
16066,0,0,1598.4191,114.96185,2737.258,108.659615,0.0035054972,0.08984283,0.0031629154,8.097019,57.616207
16082,0,0,1600.8905,115.035355,2729.1973,108.32917,0.0026334154,0.06774092,0.003174823,8.127502,58.109306
16098,0,0,1595.2572,114.86782,2721.02,107.99396,0.0046362914,0.1,0.0031917428,6.8842583,58.37333
16116,0,0,1533.3524,113.02673,2712.826,107.65805,0.0042607524,0.09198101,0.0032126536,6.9293604,58.289467
16132,0,0,1540.4738,113.23853,2704.3909,107.31227,0.004331166,0.09348457,0.0032315229,6.97006,58.811535
16151,0,0,1483.8715,111.55515,2695.958,106.966576,0.0043075266,0.092979796,0.0032506336,7.0112796,58.07238
16168,0,0,1502.3,112.103226,2687.5376,106.62139,0.0043119593,0.09307445,0.0032703204,7.053742,58.174328
16184,0,0,1506.3738,112.22438,2679.062,106.27394,0.0024354826,0.053005528,0.0032839447,7.083128,58.434917
16200,0,0,1534.5643,113.06278,2670.7178,105.931885,0.003533028,0.07644171,0.003295362,7.107754,59.005814
16217,0,0,1553.4023,113.62303,2662.357,105.58914,0.0033272384,0.072047435,0.0033080345,7.135087,58.997852
