elapsedTime,eventRecognized,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
9950,0,0.6852823,0.0028065178,3884.8203,159.07437,0.006852823,0.006852823,0,59.89557
9966,0,0.68545437,0.002813565,3880.565,158.9001,0.0068545435,0.0068545435,0,60.15601
9983,0,0.6859898,0.002835493,3883.5955,159.0242,0.0068598976,0.0068598976,0,59.906277
10000,0,0.6868686,0.002871484,3888.5698,159.22794,0.006868686,0.006868686,0,59.928947
10017,0,0.68805635,0.002920127,3895.293,159.50327,0.006880563,0.006880563,0,59.931515
10033,0,0.68945026,0.0029772136,3903.1829,159.8264,0.0068945023,0.0068945023,0,60.09122
10049,0,0.6911845,0.0030482386,3912.9993,160.22842,0.006911845,0.006911845,0,60.229385
10067,0,0.6930095,0.003122979,3923.329,160.65147,0.0069300947,0.0069300947,0,60.048756
10082,0,0.6949226,0.0032013296,3934.1582,161.09497,0.006949226,0.006949226,0,60.199745
10103,0,0.6968768,0.0032813624,3945.2195,161.54797,0.0069687683,0.0069687683,0,59.874718
10116,0,0.6987302,0.0033572647,3955.71,161.9776,0.0069873016,0.0069873016,0,60.10876
10133,0,0.7007235,0.003438901,3966.993,162.43968,0.007007235,0.007007235,0,60.023197
10150,0,0.70249826,0.0035115834,3977.0383,162.85109,0.0070249825,0.0070249825,0,59.95203
10166,0,0.70399797,0.003573003,3985.5273,163.19875,0.0070399796,0.0070399796,0,60.052753
10182,0,0.7045406,0.0035952264,3988.5989,163.32454,0.007045406,0.007045406,0,60.106865
10200,0,0.70402503,0.003574111,3985.6804,163.20502,0.00704025,0.00704025,0,60.031315
10220,0,0.70275414,0.003522063,3978.4868,162.9104,0.0070275413,0.0070275413,0,59.601025
10234,0,0.700599,0.0034338015,3966.288,162.41083,0.00700599,0.00700599,0,59.877235
10250,0,0.6978625,0.00332173,3950.7986,161.77646,0.006978625,0.006978625,0,59.95695
10267,0,0.6949521,0.0032025357,3934.3247,161.10178,0.0069495207,0.0069495207,0,60.06069
10282,0,0.69222504,0.0030908524,3918.889,160.46964,0.00692225,0.00692225,0,60.234764
10300,0,0.6896878,0.0029869413,3904.5273,159.88145,0.0068968777,0.0068968777,0,60.10115
10316,0,0.6877026,0.0029056391,3893.2905,159.42126,0.0068770256,0.0068770256,0,60.138798
10333,0,0.6863858,0.0028517116,3885.8372,159.11603,0.006863858,0.006863858,0,60.132484
10350,0,0.68615496,0.0028422573,3884.5305,159.0625,0.0068615493,0.0068615493,0,60.138683
10369,0,0.6871056,0.0028811896,3889.9114,159.28288,0.006871056,0.006871056,0,59.85823
10382,0,0.68840766,0.0029345145,3897.2815,159.5847,0.0068840766,0.0068840766,0,59.89925
