elapsedTime,eventRecognized_tap,eventRecognized_hold,frq_rt, col_rt, frq_m, col_m, amp_rt,orbitSpeed,amp_m,shape_m_value, framerate
330486,0,0,4461.6665,126.81444,4460.459,78.29018,9.444288E-4,0.0015979316,0.0022321919,0.1427508,59.063812
330502,0,0,4508.605,127.424164,4460.299,78.287315,9.2635583E-4,0.0015864894,0.0022322757,0.14275616,59.34392
330518,0,0,4508.605,127.424164,4460.2236,78.285965,8.6762046E-4,0.0015493031,0.0022323558,0.14276129,59.922348
330537,0,0,4555.645,128.03522,4460.3726,78.288635,7.1425125E-4,0.0014522028,0.0022309893,0.14267388,59.187557
330553,0,0,4602.5835,128.64494,4460.5483,78.29178,7.43008E-4,0.0014704091,0.0022287637,0.14253156,59.23523
330570,0,0,4649.317,129.252,4460.813,78.29652,5.5547955E-4,0.0013516822,0.0022268423,0.1424087,59.017334
330586,0,0,4695.9478,129.85773,4461.2505,78.30435,7.911454E-4,0.0015008856,0.0022256526,0.1423326,59.33858
330601,0,0,4741.681,130.4518,4461.9487,78.31686,7.469581E-4,0.0014729099,0.0022248365,0.14228041,59.8112
330618,0,0,4739.9883,130.42981,4462.6553,78.329506,8.8200567E-4,0.0015584106,0.0022251098,0.1422979,59.744015
330634,0,0,4737.8857,130.4025,4463.306,78.341156,8.5668423E-4,0.0015423791,0.0022260477,0.14235787,59.794678
330651,0,0,4690.719,129.78981,4463.836,78.35065,8.647865E-4,0.0015475089,0.002226872,0.14241058,59.879456
330667,0,0,4737.9883,130.40384,4464.5156,78.362816,4.2377383E-4,0.0012682974,0.0022249788,0.14228952,59.879658
330683,0,0,4785.0522,131.01518,4465.152,78.37421,5.064637E-4,0.0013206495,0.0022215354,0.14206931,60.070965
330701,0,0,4785.769,131.0245,4465.8833,78.3873,4.909594E-4,0.0013108335,0.0022183827,0.14186768,59.99369
330717,0,0,4833.2427,131.64117,4466.668,78.40135,9.129936E-4,0.0015780295,0.0022173186,0.14179963,60.47178
330732,0,0,4833.55,131.64517,4467.678,78.41944,8.338622E-4,0.0015279303,0.0022177915,0.14182988,60.517445
330749,0,0,4834.1406,131.65283,4468.7256,78.438194,6.831916E-4,0.0014325385,0.0022176919,0.1418235,60.38982
330766,0,0,4788.3833,131.05846,4469.6763,78.455215,8.8700996E-4,0.0015615788,0.0022170844,0.14178467,60.355957
