8525557,0,0,2437.7095,101.471275,2372.4797,42.218555,0.00118913,0.0017208736,0.037186135,2.2770658,58.153038,0.0072815507,0.18712652
8525579,0,0,2529.2786,102.65345,2372.623,42.221104,0.0013637118,0.0018267084,0.037042707,2.2682831,57.01712,0.008350589,0.19415565
8525599,0,0,2566.1167,103.129036,2372.797,42.224205,0.0013950407,0.0018457005,0.03690175,2.2596517,55.587013,0.00854243,0.19698347
8525618,0,0,2651.6382,104.23314,2373.1511,42.230503,0.0015781774,0.0019567215,0.036781825,2.2523081,55.363384,0.009663854,0.20354837
8525635,0,0,2695.1929,104.79543,2373.5376,42.237377,0.0015438393,0.0019359052,0.036673963,2.2457032,55.76698,0.009453587,0.20689178
8525652,0,0,2733.524,105.2903,2374.1836,42.248875,0.0014180668,0.0018596594,0.036557727,2.2385857,55.674953,0.008683428,0.20983419
8525670,0,0,2824.7856,106.468506,2375.0054,42.263496,0.0014416492,0.0018739556,0.036438573,2.2312894,56.368244,0.008827833,0.21683973
8525687,0,0,2866.495,107.00697,2375.9656,42.280586,0.0014228178,0.0018625397,0.036319997,2.2240283,56.39907,0.008712521,0.2200415
8525704,0,0,2956.3215,108.16666,2377.1316,42.30134,0.0014263487,0.0018646801,0.036197744,2.2165422,56.65677,0.0087341415,0.22693686
8525720,0,0,2998.8523,108.71573,2378.2817,42.321804,0.0014545161,0.0018817557,0.036106665,2.2109652,56.92065,0.008906622,0.23020166
8525737,0,0,3087.1404,109.855545,2379.5083,42.343628,0.0013579297,0.0018232032,0.036034297,2.206534,56.985683,0.008315183,0.23697893
8525757,0,0,3132.3357,110.439026,2380.7974,42.36657,0.0013760396,0.0018341817,0.035940655,2.2007997,57.24616,0.008426078,0.24044828
8525779,0,0,3222.5737,111.60402,2382.3003,42.393314,0.0013072348,0.0017924709,0.035837635,2.1944914,55.8015,0.008004757,0.24737525
8525800,0,0,3298.762,112.587616,2384.023,42.423965,0.0014300325,0.0018669134,0.03573657,2.1883025,54.70119,0.0087567,0.2532237
8525819,0,0,3345.9048,113.19624,2385.8962,42.457302,0.0014159065,0.0018583499,0.03564586,2.182748,54.715855,0.0086702,0.25684252
8525836,0,0,3436.5525,114.366516,2388.1133,42.496758,0.001418555,0.0018599554,0.035551146,2.1769483,55.09536,0.008686418,0.26380095
8525854,0,0,3515.6118,115.38719,2390.6504,42.541904,0.0014180584,0.0018596544,0.035449747,2.1707394,55.237995,0.008683377,0.2698698
8525870,0,0,3559.3713,115.95213,2393.1633,42.58662,0.0013007529,0.0017885414,0.03533005,2.1634097,55.563217,0.007965065,0.2732289
8525891,0,0,3651.2476,117.138275,2395.8474,42.634384,0.0013227477,0.0018018752,0.03519912,2.1553924,55.506027,0.008099749,0.28028163
8525910,0,0,3733.1785,118.19602,2398.6936,42.68503,0.0013265819,0.0018041995,0.035070322,2.1475055,54.595535,0.008123227,0.28657094
8525934,0,0,3772.9404,118.70935,2401.5925,42.73662,0.0012361832,0.0017493982,0.034962814,2.1409223,53.39851,0.0075696777,0.28962317
8525951,0,0,3863.4856,119.8783,2404.72,42.792274,0.0014704503,0.0018914153,0.034838956,2.133338,53.745174,0.009004195,0.29657373
8525968,0,0,3891.3809,120.238434,2408.1106,42.85261,0.0014265252,0.0018647871,0.034696706,2.1246274,54.309525,0.008735223,0.29871505
8525985,0,0,3985.9976,121.45996,2411.6482,42.91556,0.0013897908,0.001842518,0.03456666,2.116664,54.516426,0.008510282,0.30597815
8526003,0,0,4076.2356,122.62495,2415.3516,42.981464,0.0013966785,0.0018466935,0.03444089,2.1089628,54.881943,0.008552459,0.3129051
8526022,0,0,4105.438,123.00195,2419.1948,43.049854,0.0014227187,0.0018624796,0.03432058,2.1015956,54.561935,0.0087119145,0.31514677
8526042,0,0,4198.031,124.19734,2423.1897,43.120945,0.0014178362,0.0018595196,0.034207474,2.0946696,54.570606,0.008682016,0.3222545
8526063,0,0,4229.6406,124.60544,2427.5098,43.197823,0.001599864,0.0019698683,0.034096237,2.0878582,53.97253,0.00979665,0.32468098
8526080,0,0,4274.9883,125.19088,2431.9792,43.277355,0.0015657338,0.001949178,0.034010608,2.0826147,54.704075,0.009587657,0.328162
