3747308,0,0,7409.1543,165.65353,7409.1543,131.84677,0.06966085,0.043229748,0.06966085,4.265631,58.922184,0.4265631,0.5687508
3747327,0,0,7432.976,165.96107,7432.976,132.27068,0.069884814,0.04336552,0.069884814,4.2793455,57.907024,0.42793456,0.5705794
3747349,0,0,7458.35,166.28867,7458.35,132.72221,0.07012338,0.043510143,0.07012338,4.293954,56.521942,0.4293954,0.5725272
3747367,0,0,7478.01,166.54248,7478.01,133.07207,0.07030822,0.0436222,0.07030822,4.3052726,56.222614,0.43052727,0.57403636
3747386,0,0,7495.375,166.76666,7495.375,133.38109,0.07047149,0.04372117,0.07047149,4.31527,56.318546,0.431527,0.57536936
3747403,0,0,7510.4976,166.9619,7510.4976,133.65018,0.070613675,0.043807365,0.070613675,4.3239765,56.153137,0.43239766,0.5765302
3747421,0,0,7522.997,167.12328,7522.997,133.87262,0.07073119,0.04387861,0.07073119,4.331173,56.04943,0.4331173,0.57748973
3747439,0,0,7536.3013,167.29503,7536.3013,134.10936,0.07085628,0.04395444,0.07085628,4.3388324,56.052254,0.43388325,0.578511
3747456,0,0,7545.111,167.40875,7545.111,134.26613,0.07093911,0.044004653,0.07093911,4.3439045,56.397102,0.43439046,0.5791873
3747477,0,0,7551.3843,167.48975,7551.3843,134.37776,0.07099809,0.044040408,0.07099809,4.347516,56.17253,0.4347516,0.5796688
3747495,0,0,7556.662,167.55789,7556.662,134.47168,0.07104771,0.044070486,0.07104771,4.3505545,56.233135,0.43505543,0.58007395
3747516,0,0,7559.832,167.59882,7559.832,134.5281,0.07107752,0.044088557,0.07107752,4.35238,54.900665,0.43523797,0.5803173
3747534,0,0,7563.762,167.64955,7563.762,134.59804,0.071114466,0.044110958,0.071114466,4.3546424,54.84162,0.43546423,0.580619
3747552,0,0,7565.006,167.66562,7565.006,134.62016,0.07112616,0.044118047,0.07112616,4.3553586,55.083313,0.43553585,0.58071446
3747570,0,0,7564.412,167.65794,7564.412,134.6096,0.071120575,0.04411466,0.071120575,4.355016,54.8106,0.43550164,0.58066887
3747591,0,0,7564.09,167.65378,7564.09,134.60387,0.07111755,0.044112828,0.07111755,4.354831,54.93209,0.43548313,0.58064413
3747607,0,0,7564.1294,167.6543,7564.1294,134.60457,0.07111792,0.04411305,0.07111792,4.354854,54.846394,0.4354854,0.5806472
3747624,0,0,7562.1143,167.62828,7562.1143,134.56871,0.071098976,0.044101566,0.071098976,4.353694,55.118225,0.43536937,0.5804925
3747644,0,0,7560.793,167.61122,7560.793,134.5452,0.07108655,0.044094034,0.07108655,4.352933,55.324593,0.4352933,0.58039105
3747666,0,0,7558.8477,167.5861,7558.8477,134.51057,0.071068265,0.044082947,0.071068265,4.3518133,53.86221,0.43518132,0.58024174
3747684,0,0,7557.923,167.57416,7557.923,134.49411,0.07105957,0.04407768,0.07105957,4.351281,54.16238,0.4351281,0.58017075
3747701,0,0,7557.686,167.5711,7557.686,134.48991,0.07105734,0.044076327,0.07105734,4.3511443,54.74609,0.43511444,0.5801526
3747732,0,0,7556.592,167.55698,7556.592,134.47044,0.07104705,0.04407009,0.07104705,4.3505144,54.87676,0.43505144,0.5800686
3747745,0,0,7557.005,167.56232,7557.005,134.4778,0.071050934,0.04407244,0.071050934,4.350752,53.816868,0.4350752,0.5801003
3747769,0,0,7557.945,167.57445,7557.945,134.4945,0.07105977,0.0440778,0.07105977,4.351293,51.97644,0.4351293,0.5801724
3747790,0,0,7559.817,167.59862,7559.817,134.52783,0.07107737,0.044088468,0.07107737,4.3523707,51.827957,0.43523708,0.5803161
3747808,0,0,7563.0835,167.64078,7563.0835,134.58595,0.07110809,0.04410709,0.07110809,4.354252,51.66961,0.43542516,0.5805669
3747826,0,0,7566.93,167.69046,7566.93,134.6544,0.07114425,0.044129014,0.07114425,4.3564663,52.59059,0.43564662,0.58086216
3747849,0,0,7574.3354,167.78606,7574.3354,134.78618,0.07121388,0.04417122,0.07121388,4.3607297,51.52934,0.43607298,0.5814306
3747870,0,0,7582.6465,167.89336,7582.6465,134.93408,0.07129202,0.044218596,0.07129202,4.3655148,51.501488,0.43655148,0.5820686
3747887,0,0,7593.3633,168.03171,7593.3633,135.12479,0.07139278,0.044279676,0.07139278,4.371685,51.667564,0.43716848,0.5828913
3747905,0,0,7606.1226,168.19644,7606.1226,135.35184,0.07151274,0.044352397,0.07151274,4.37903,52.221344,0.43790302,0.5838707
3747922,0,0,7617.837,168.34766,7617.837,135.56029,0.07162288,0.044419166,0.07162288,4.3857746,52.826736,0.43857744,0.58476996
3747939,0,0,7633.984,168.55612,7633.984,135.84764,0.07177469,0.0445112,0.07177469,4.3950706,53.560093,0.43950707,0.58600944
3747955,0,0,7649.004,168.75005,7649.004,136.11493,0.07191591,0.044596806,0.07191591,4.403718,54.338985,0.4403718,0.58716244
3747974,0,0,7666.6914,168.9784,7666.6914,136.42967,0.07208221,0.04469762,0.07208221,4.4139013,54.166397,0.44139013,0.58852017
3747992,0,0,7685.6807,169.22354,7685.6807,136.7676,0.072260745,0.044805855,0.072260745,4.424834,54.41656,0.4424834,0.58997786
3748011,0,0,7701.8057,169.43173,7701.8057,137.05453,0.07241236,0.04489776,0.07241236,4.434118,55.02806,0.44341177,0.59121567
3748029,0,0,7722.5444,169.69946,7722.5444,137.42358,0.07260734,0.045015965,0.07260734,4.4460573,55.09927,0.44460574,0.59280765
3748050,0,0,7740.138,169.9266,7740.138,137.73666,0.072772756,0.045116246,0.072772756,4.456187,54.600574,0.44561866,0.5941582
